week_start,6700100,6700200,6700300,6700400,6700500,6700600,6700700,6700800,6700900,6701000,6701100,6701200,6701300,6701400,6701500,6701600,6701700,6701800,6701900,6702000,6702100,6702200,6702300,6702400,6702500,6702600,6702700,6702800,6702900,6703000,6703100,6703200,6703300,6703400,6703500,6703600,6703700
2024-01-01,1160,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0
2024-01-08,0,0,48,0,0,31,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,7,189,0,40,0,0,0,0,0,0,0,0,0,0
