from,to,distance
6703100-008,6703100-006,2.085505723953247
6703400-008,6703200-037,0.86708003282547
6701400-011,6701400-010,0.8015866279602051
6703200-031,6703200-027,0.7875377535820007
6703700-008,6703700-016,0.5287781953811646
6701000-001,6701000-013,2.927004814147949
6701500-011,6701500-008,3.677258253097534
6703100-022,6703100-025,0.42086726427078247
6700700-006,6700700-023,1.6364033222198486
6700200-017,6700200-009,1.8530794382095337
6701400-011,6702100-013,2.3884077072143555
6701500-004,6701200-014,2.5008366107940674
6703500-022,6703500-013,1.2839759588241577
6700500-017,6700500-007,1.6900415420532227
6701600-002,6701600-004,1.1051872968673706
6701800-012,6701800-011,1.905365228652954
6702200-006,6702200-003,2.7014474868774414
6702300-002,6702300-001,0.6191756129264832
6703400-010,6703400-012,0.42339175939559937
6700200-005,6700200-012,0.7476762533187866
6701900-006,6701900-010,1.4368727207183838
6703400-009,6703400-016,0.4385449290275574
6702400-004,6702400-001,2.6689300537109375
6700600-003,6700600-002,1.7826515436172485
6700100-027,6700100-001,0.8540672659873962
6703400-002,6703400-013,0.5235861539840698
6701500-020,6703500-026,1.6062207221984863
6700500-017,6700500-020,1.5876871347427368
6703400-042,6703500-042,0.587367057800293
6703700-019,6703700-016,0.5298190712928772
6703500-033,6701500-020,2.530299425125122
6702800-015,6702800-014,1.8653059005737305
6703300-034,6703300-012,0.8735502362251282
6703100-030,6703100-020,1.0853177309036255
6700800-013,6700800-014,1.6298142671585083
6703700-004,6703300-004,0.4046466052532196
6701100-009,6702300-008,3.964020013809204
6700900-001,6700900-004,1.0574638843536377
6702500-001,6702500-005,2.4678027629852295
6701000-012,6701900-018,3.7260046005249023
6700800-006,6700800-011,2.421196699142456
6700100-015,6700100-004,0.9992836117744446
6700900-010,6700900-009,2.410585403442383
6701500-014,6701200-018,2.3874869346618652
6703100-025,6703100-026,0.6466835141181946
6700100-008,6700100-001,0.4560767114162445
6700100-027,6700100-014,0.9229665398597717
6701700-013,6701700-003,2.776299476623535
6703200-001,6703200-002,0.4311858117580414
6702300-006,6702500-008,4.552290439605713
6702300-009,6702600-004,2.8972251415252686
6703300-034,6703300-025,0.8697150945663452
6700400-013,6700600-008,1.9094723463058472
6703300-018,6703300-017,0.6371684074401855
6700100-003,6700100-007,1.0075310468673706
6701200-007,6701200-020,2.383967399597168
6703300-008,6703300-009,0.8201178312301636
6703400-027,6703100-034,0.6271015405654907
6701700-001,6701700-006,4.872771739959717
6702100-015,6702100-005,1.7605619430541992
6702800-010,6702900-012,2.900111436843872
6703100-025,6703100-039,0.7383520603179932
6700200-021,6701300-012,3.053992509841919
6702000-010,6702000-008,2.622262954711914
6703500-051,6703500-043,1.241342306137085
6700600-006,6700600-003,3.4095401763916016
6700600-009,6700600-008,1.5143964290618896
6700700-012,6700700-005,1.9841543436050415
6702000-003,6702000-005,2.6309635639190674
6701700-010,6701300-013,2.280817747116089
6703600-012,6703600-002,1.1702200174331665
6703500-047,6703500-045,2.4460623264312744
6700600-002,6700600-005,2.398757219314575
6703600-015,6703600-007,0.5641549229621887
6700700-005,6700700-002,0.6458724141120911
6703500-005,6703500-048,1.154841661453247
6703600-014,6703600-011,1.186946988105774
6703000-003,6702900-012,3.067566156387329
6701000-011,6701000-006,1.792197346687317
6703200-034,6703200-017,0.8463413715362549
6702700-007,6702700-005,2.4394192695617676
6703500-039,6703500-046,0.6361218094825745
6703600-007,6703600-008,0.5986044406890869
6702900-012,6702900-009,2.6780927181243896
6701000-004,6701000-003,1.6856027841567993
6703300-010,6703300-031,1.1568865776062012
6700600-007,6700400-009,1.6550143957138062
6701400-010,6701400-002,2.182856798171997
6702900-004,6702900-010,1.0160330533981323
6701600-009,6701300-013,1.8930259943008423
6702200-003,6701100-006,2.624392032623291
6701800-015,6701800-001,3.285522937774658
6703700-035,6703400-041,0.8201051354408264
6701200-016,6701500-012,1.6741210222244263
6701500-002,6701500-001,1.3560349941253662
6702000-011,6701800-004,1.707554817199707
6703400-013,6703400-002,0.5235861539840698
6700200-008,6700200-002,1.007067322731018
6701800-010,6701800-007,1.1952013969421387
6701800-013,6701800-012,1.2191907167434692
6701500-016,6701500-020,2.9091100692749023
6701800-003,6701800-004,1.2650330066680908
6701800-006,6701800-009,1.6668438911437988
6701900-005,6701900-002,2.5474021434783936
6702100-014,6702100-008,2.2553024291992188
6700200-003,6700200-008,1.132454752922058
6703200-045,6703200-017,0.2916114628314972
6700500-020,6700500-010,3.350142002105713
6700500-004,6700500-002,2.4373645782470703
6702700-017,6702700-009,3.677711248397827
6702800-018,6702800-004,1.3529994487762451
6703200-006,6703200-025,0.9301392436027527
6703100-017,6703100-002,1.6035147905349731
6700200-015,6700200-018,2.671915054321289
6700400-010,6700400-012,3.269496202468872
6701800-001,6701800-015,3.285522937774658
6702700-002,6703200-043,1.8129441738128662
6702300-005,6702300-004,2.6879043579101562
6703500-020,6703500-022,1.8906357288360596
6703600-013,6703600-014,0.5225313901901245
6700800-012,6700800-006,2.173269748687744
6703200-003,6702700-014,1.793325662612915
6701100-004,6702200-006,3.073737382888794
6703100-028,6703100-016,1.0830719470977783
6703700-010,6703700-009,0.6705811619758606
6703200-010,6703200-036,0.6583806276321411
6700800-005,6700800-003,2.0152080059051514
6702800-006,6702800-007,0.7288658618927002
6701000-010,6701900-014,2.0988237857818604
6701100-009,6701100-006,3.9586379528045654
6701500-023,6703500-029,6.8905029296875
6702900-016,6701800-015,3.212855100631714
6702000-008,6702200-001,2.842813730239868
6703100-001,6703100-034,0.7914992570877075
6703200-003,6703200-033,0.9207853078842163
6701500-015,6701500-010,2.483625650405884
6703100-031,6703400-019,0.8087119460105896
6703700-024,6703700-028,0.729415237903595
6701300-008,6701300-002,1.8410143852233887
6703100-016,6703100-019,1.338032841682434
6703100-019,6703100-024,0.7327502369880676
6701600-003,6701600-001,2.01176118850708
6703400-019,6703400-008,0.6101059317588806
6701500-001,6701200-013,0.8726973533630371
6703100-031,6703100-034,0.6130994558334351
6701200-005,6701200-016,2.3159470558166504
6701500-019,6701500-021,1.6156854629516602
6703500-015,6703500-041,1.4311846494674683
6701600-018,6701600-016,2.3514060974121094
6701900-008,6701900-003,2.356779098510742
6703300-009,6703300-010,0.4715859591960907
6703400-011,6703400-009,0.3222712576389313
6703200-007,6703100-019,0.700007975101471
6702400-006,6702300-004,4.153957843780518
6700300-003,6700300-002,1.8958029747009277
6703700-011,6703200-036,0.46244901418685913
6703200-028,6703200-039,0.7866731882095337
6703300-002,6703300-007,0.5879327654838562
6700200-018,6700200-019,2.9070987701416016
6700300-012,6700300-007,6.572219371795654
6701300-011,6701200-011,0.8362274169921875
6700200-025,6700800-015,2.1631946563720703
6700400-009,6700600-008,3.606765031814575
6703500-045,6703500-041,1.2230260372161865
6700100-010,6700500-011,2.2913856506347656
6700200-014,6700200-021,1.6113710403442383
6701900-015,6701900-019,3.2440128326416016
6703400-018,6703400-025,1.0147316455841064
6703600-015,6703700-034,0.5806499123573303
6700600-012,6700600-011,3.782761812210083
6701500-003,6701600-003,2.480436086654663
6700300-009,6700600-001,2.876610040664673
6703400-011,6703400-022,0.6134980320930481
6702900-010,6702900-005,1.5204057693481445
6703400-030,6703400-035,0.3008454144001007
6703200-026,6703200-006,0.47484296560287476
6703500-031,6703500-035,3.916074514389038
6703500-017,6703700-034,1.26254403591156
6703300-025,6703300-004,0.6855791211128235
6702900-003,6702900-002,1.0143715143203735
6700900-007,6700900-008,1.9424062967300415
6703000-005,6703000-003,5.572009086608887
6703400-025,6703400-041,0.9114124774932861
6703500-042,6703500-049,0.9046618938446045
6702100-011,6703500-003,0.9901762008666992
6701300-007,6701300-005,0.8644553422927856
6703000-001,6703000-005,5.338757038116455
6703100-034,6703100-035,0.2731242775917053
6700100-014,6700100-005,0.7096283435821533
6701400-012,6701400-009,1.2681905031204224
6702900-007,6702900-013,4.0046539306640625
6701400-005,6701400-006,1.3809435367584229
6701300-002,6701300-011,1.0429539680480957
6703300-024,6703300-021,0.7281689643859863
6700100-009,6700100-011,1.484312891960144
6700300-018,6700300-013,2.9292781352996826
6701800-004,6701800-005,1.6443630456924438
6702000-004,6702000-002,3.343132972717285
6700400-007,6700100-006,2.7126896381378174
6703300-017,6703300-018,0.6371684074401855
6700100-005,6700100-013,0.6923889517784119
6703200-036,6703200-010,0.6583806276321411
6703200-039,6703200-015,0.6327590942382812
6702700-011,6702700-007,3.0524556636810303
6700100-016,6700100-027,1.9461005926132202
6703500-009,6703500-006,0.7777367830276489
6703100-027,6703100-008,2.140434980392456
6703500-012,6703500-011,0.9627167582511902
6700400-001,6700400-005,1.53571355342865
6703200-032,6703200-012,0.8577796816825867
6702200-003,6702200-004,1.194159984588623
6703500-011,6703500-015,1.6659517288208008
6700700-013,6700700-015,2.8611068725585938
6701000-001,6701000-002,2.5753250122070312
6701800-004,6701800-018,3.482743501663208
6701100-007,6701100-002,2.813061237335205
6701200-016,6701200-005,2.3159470558166504
6703500-004,6703500-012,1.6621400117874146
6703500-023,6703500-025,1.742172122001648
6702700-002,6703100-016,1.976662039756775
6703700-001,6703700-002,0.49932754039764404
6702700-015,6702700-018,2.534485101699829
6703500-039,6703500-006,1.3688676357269287
6701000-013,6701000-012,2.379067897796631
6703000-004,6703000-006,2.2090747356414795
6703200-022,6703400-004,0.37260371446609497
6701200-008,6701200-006,2.4048616886138916
6701400-010,6703500-014,2.9020557403564453
6703500-041,6703500-015,1.4311846494674683
6703200-039,6703200-028,0.7866731882095337
6702800-009,6702800-010,3.1564395427703857
6701000-005,6701000-013,3.409548282623291
6701200-001,6701200-003,1.4227159023284912
6700100-019,6700200-016,1.8640676736831665
6703300-023,6702700-013,1.5674322843551636
6703400-041,6703700-023,0.7738928198814392
6701100-004,6701100-010,2.671396493911743
6703100-003,6703100-014,1.3452708721160889
6701200-015,6701500-013,2.379246950149536
6703100-038,6703100-008,1.9041205644607544
6703700-026,6703700-008,0.4358803331851959
6700200-019,6700200-020,1.3101803064346313
6700400-011,6700400-009,3.4672558307647705
6700500-017,6700500-009,3.2231862545013428
6700200-024,6700800-007,1.842067003250122
6701600-002,6701600-006,2.304359197616577
6701800-012,6701800-013,1.2191907167434692
6703200-019,6703200-032,0.3912147581577301
6703400-014,6703400-012,0.5139235258102417
6700200-012,6700200-017,2.329749584197998
6701900-013,6701900-015,2.312734842300415
6702200-006,6702200-005,2.328202724456787
6703100-010,6703100-030,2.2053170204162598
6703200-012,6703200-029,0.882139265537262
6702300-002,6702300-003,3.0219969749450684
6703500-036,6703500-034,3.694836378097534
6700900-010,6700800-013,2.085655450820923
6700800-009,6700800-005,2.2038657665252686
6701200-019,6701200-006,1.2326040267944336
6703100-003,6703100-027,1.0681275129318237
6702200-002,6702200-007,2.315732955932617
6702400-004,6702400-003,5.498778820037842
6703400-012,6703400-023,0.5971873998641968
6703500-029,6703500-031,4.159124374389648
6700600-003,6700600-004,2.6923325061798096
6702400-003,6702400-007,5.134624004364014
6700100-027,6700100-003,0.592860758304596
6703100-037,6703100-025,1.2737549543380737
6703700-003,6703700-037,0.5061191916465759
6701600-006,6701300-001,1.9649708271026611
6701300-012,6701300-004,2.506161689758301
6703500-033,6701500-022,5.663161277770996
6702800-015,6702800-016,1.1518058776855469
6702900-013,6702900-008,4.330659866333008
6703700-004,6703300-006,0.30958113074302673
6700900-001,6700900-006,1.0524269342422485
6701200-007,6701200-009,1.8286277055740356
6701300-005,6701300-001,0.9503867030143738
6701100-008,6702400-004,6.016480922698975
6703100-032,6703100-031,0.8886492252349854
6703500-026,6701500-019,2.65804386138916
6703700-025,6703400-026,0.9869871735572815
6703700-011,6703700-019,0.32163405418395996
6703700-030,6703700-032,0.38618004322052
6700100-015,6700100-006,1.4563512802124023
6700300-021,6700300-003,3.5349462032318115
6701500-001,6701600-012,2.4341070652008057
6703400-009,6703400-031,0.5345061421394348
6703100-025,6703100-028,1.0430864095687866
6700400-004,6700900-009,2.616560935974121
6700100-008,6700100-003,0.8850868940353394
6703500-042,6703400-026,1.1929678916931152
6701700-013,6701700-005,1.4538177251815796
6702800-003,6702800-019,1.4394137859344482
6703500-047,6703500-034,2.8645899295806885
6700600-002,6700500-015,3.6238036155700684
6701600-005,6701600-007,2.222243547439575
6701700-006,6701700-002,4.393362998962402
6703300-015,6703300-014,1.434701919555664
6700400-013,6700600-010,4.411932468414307
6703300-018,6703300-019,0.761797308921814
6700300-009,6700300-006,1.6808754205703735
6702100-006,6702100-002,2.3811209201812744
6703500-049,6703400-042,1.3671075105667114
6701000-004,6700900-004,2.087806463241577
6701400-007,6701200-020,1.9221426248550415
6702800-010,6702900-014,6.124357223510742
6703400-034,6703400-037,0.3860357701778412
6703500-051,6703500-045,0.5782094597816467
6700600-006,6700600-005,2.661759853363037
6703200-030,6703200-008,0.5905194282531738
6700700-009,6700700-002,1.1764675378799438
6700600-009,6700600-010,1.6161725521087646
6703500-003,6703500-004,1.3276993036270142
6702000-002,6702000-011,1.7894089221954346
6700600-002,6700600-007,2.4874932765960693
6700700-005,6700700-004,0.39172881841659546
6700200-016,6700100-019,1.8640676736831665
6702700-014,6702700-010,3.0361948013305664
6703600-014,6703600-013,0.5225313901901245
6700700-004,6700700-008,1.231947422027588
6700200-015,6700100-023,2.1337528228759766
6703000-003,6702900-014,5.240307331085205
6703100-014,6703100-003,1.3452708721160889
6703700-034,6703600-007,0.9858179688453674
6702100-006,6702100-015,1.9785066843032837
6703200-018,6703200-011,0.3643767237663269
6703600-007,6703600-010,1.3566595315933228
6700700-016,6700700-018,1.5481575727462769
6700500-006,6700300-017,3.764164924621582
6701000-004,6701000-005,3.6682708263397217
6703300-010,6703300-033,1.0301463603973389
6701100-010,6701100-005,2.8507726192474365
6703100-006,6703100-004,2.028852701187134
6700200-001,6700100-017,1.4740803241729736
6701200-002,6701400-007,2.0207226276397705
6702700-007,6703200-026,2.1468119621276855
6702100-010,6703500-004,2.369133472442627
6701800-015,6701800-003,3.145310401916504
6700100-012,6700400-006,0.9245322942733765
6701700-012,6701700-008,3.548325777053833
6702100-012,6703500-013,1.5277814865112305
6700100-025,6700100-023,1.2047020196914673
6701200-016,6701500-014,2.6023306846618652
6700500-016,6700500-001,3.6151134967803955
6702800-011,6702700-008,4.742897033691406
6703200-018,6703200-024,0.5541414022445679
6703300-033,6703300-030,0.9916365146636963
6700100-018,6700100-020,2.0051920413970947
6700200-008,6700200-004,1.2447160482406616
6701500-004,6701500-012,1.8499152660369873
6701700-004,6701700-009,2.759042978286743
6701800-010,6701800-009,1.3107523918151855
6701800-013,6701800-014,0.9769350290298462
6702400-007,6702300-003,4.425204277038574
6701600-016,6701500-006,3.4614477157592773
6700500-008,6700500-002,2.728217840194702
6701800-003,6701800-006,1.7219626903533936
6700700-020,6701200-007,1.2655142545700073
6700200-003,6700200-010,2.8547353744506836
6702700-017,6702700-011,2.622253179550171
6703500-043,6703500-008,0.7331158518791199
6702700-002,6703200-045,1.9970287084579468
6702100-009,6702100-016,2.2284631729125977
6702300-005,6702300-006,1.889233946800232
6703500-020,6703500-024,2.0085256099700928
6703700-033,6703700-022,0.8596985936164856
6700700-003,6700700-011,0.7879171967506409
6700200-014,6700100-026,2.4110870361328125
6700800-012,6700800-008,2.046163558959961
6701500-019,6701500-010,3.0241119861602783
6703700-024,6703400-018,0.7056569457054138
6700500-011,6700500-020,3.0426700115203857
6703400-031,6703400-007,0.43032875657081604
6700700-020,6701200-020,2.487421989440918
6702800-006,6702800-009,1.076971411705017
6703300-037,6702700-016,3.0400795936584473
6703100-021,6703100-015,1.4418686628341675
6702000-006,6701900-005,2.783820390701294
6701100-009,6701100-008,4.922784328460693
6703200-013,6703200-043,1.3679357767105103
6703100-024,6703100-020,1.0025055408477783
6701500-023,6703500-031,4.932887077331543
6703200-003,6703200-035,0.8972686529159546
6701600-011,6701600-002,1.977923035621643
6700500-003,6700500-021,2.991056442260742
6701900-020,6701900-002,2.9298431873321533
6703700-005,6703700-017,0.5641003847122192
6703100-016,6703100-021,0.7487494349479675
6703100-035,6703100-034,0.2731242775917053
6703300-005,6703700-038,0.5067460536956787
6701000-007,6700800-009,3.1737358570098877
6701600-006,6701600-008,1.94340181350708
6701800-016,6701800-015,1.507008671760559
6701500-001,6701200-015,1.8408734798431396
6703100-012,6703100-023,1.402083396911621
6703400-026,6703700-025,0.9869871735572815
6701600-015,6701600-013,3.056668996810913
6702900-007,6702800-010,2.9176440238952637
6703500-015,6703500-043,1.2052971124649048
6700600-003,6700300-009,1.7974542379379272
6701900-008,6701900-005,2.097214698791504
6700200-006,6700200-011,1.3340768814086914
6700200-025,6700200-024,1.0196422338485718
6703200-007,6703100-021,1.1755316257476807
6700200-009,6700200-016,1.2141467332839966
6700300-003,6700300-004,0.8365151882171631
6702400-005,6702300-010,4.10746955871582
6703700-011,6703200-038,0.42360201478004456
6702600-008,6702500-006,3.600095510482788
6700100-006,6700100-012,1.0178827047348022
6700200-018,6700200-021,1.3597290515899658
6701900-003,6701900-011,2.40148663520813
6702000-001,6702000-003,1.7442100048065186
6702300-008,6702300-007,2.719265937805176
6703100-019,6703100-039,0.537494421005249
6703500-045,6703500-043,1.0479985475540161
6703300-039,6703300-012,0.5252227187156677
6700100-010,6700500-013,2.7418768405914307
6701300-012,6701700-006,3.1262240409851074
6700600-012,6700600-013,5.364095211029053
6702900-007,6702900-002,2.244253635406494
6700300-009,6700600-003,1.7974542379379272
6703600-005,6703700-028,0.9610350728034973
6703300-009,6703300-025,0.6430355310440063
6702900-010,6702900-007,1.505160927772522
6701000-002,6701000-001,2.5753250122070312
6702600-008,6702600-010,3.915545701980591
6702900-003,6702900-004,1.2833727598190308
6703700-027,6703700-031,0.5878350138664246
6701300-011,6701300-005,1.8849600553512573
6701600-007,6701300-011,2.3003666400909424
6703200-002,6703200-001,0.4311858117580414
6702100-011,6703500-005,1.3027644157409668
6700100-005,6700100-002,0.6231295466423035
6703000-001,6703000-007,4.398995399475098
6701800-018,6702000-009,1.8907538652420044
6701700-003,6701700-001,2.0928173065185547
6701800-009,6701800-001,1.7332305908203125
6703300-012,6703300-013,0.48567667603492737
6703400-036,6703400-030,0.5470114946365356
6700100-019,6700100-021,1.7127835750579834
6703200-037,6703400-032,0.7346213459968567
6700100-009,6700100-013,1.2109750509262085
6701800-004,6701800-007,1.4537725448608398
6703500-004,6703500-001,1.5386556386947632
6701900-014,6701000-009,2.259705066680908
6703500-007,6703500-006,1.1956897974014282
6700700-006,6700700-001,0.5430748462677002
6700100-005,6700100-015,1.1412101984024048
6701000-013,6701000-001,2.927004814147949
6702100-005,6702100-003,1.745060920715332
6703400-040,6703400-041,1.1193907260894775
6701100-010,6702200-003,3.5851542949676514
6703500-019,6703500-016,2.53607439994812
6700400-008,6700400-010,1.95218825340271
6703300-012,6703300-026,0.4134339392185211
6702700-011,6702700-009,1.7434492111206055
6700100-016,6700100-029,1.3229774236679077
6703300-031,6703300-039,1.3937138319015503
6703200-032,6703200-014,0.7359001040458679
6702200-003,6702200-006,2.7014474868774414
6703700-031,6703600-006,1.2334661483764648
6703200-009,6703200-030,0.3566807806491852
6702700-004,6702700-006,2.1881160736083984
6702800-005,6702800-001,0.7149941325187683
6703200-008,6703200-034,0.7608695030212402
6701000-001,6701000-004,2.8424673080444336
6700800-014,6700100-024,1.1701576709747314
6703100-022,6703100-016,1.4589929580688477
6700700-025,6700700-027,1.5934600830078125
6701000-013,6701100-001,3.992698907852173
6701500-004,6701200-005,2.9373743534088135
6700100-023,6700200-016,1.1533764600753784
6702700-004,6703200-025,1.5285910367965698
6703100-015,6703100-013,0.7480016350746155
6701500-006,6701500-005,2.889760732650757
6702700-008,6702700-017,2.9762234687805176
6703400-014,6703400-001,0.5964246988296509
6700200-012,6700200-006,1.1414903402328491
6701200-001,6701200-005,1.7433286905288696
6701500-018,6701500-015,1.9838573932647705
6703400-010,6703400-003,0.45877784490585327
6700200-005,6700200-003,0.5058457255363464
6701900-006,6701900-001,1.5813685655593872
6701800-019,6701800-018,1.96367347240448
6703400-021,6703400-017,0.44522619247436523
6703100-037,6703100-014,1.4631695747375488
6703700-003,6703700-026,0.2935508191585541
6703200-022,6703400-019,0.7599961757659912
6701600-006,6701200-011,1.784997820854187
6700200-019,6700200-022,1.6906818151474
6702500-008,6702400-006,5.8158979415893555
6703700-019,6703700-007,0.5254808068275452
6700800-014,6700800-001,2.292529344558716
6702300-009,6702300-008,2.6017754077911377
6702200-006,6702200-007,2.088928699493408
6702300-002,6702300-005,3.674259662628174
6702500-004,6702500-001,3.8966801166534424
6703100-023,6702800-016,1.5033477544784546
6703700-030,6703700-021,0.28782346844673157
6700800-006,6700800-002,0.9726614952087402
6700900-010,6700800-015,3.418278932571411
6701500-001,6701600-001,2.0431253910064697
6702700-003,6702800-018,1.9712944030761719
6700500-003,6700300-005,2.84429931640625
6703600-001,6703500-017,1.3837182521820068
6703500-029,6703500-033,1.906829833984375
6703100-002,6703100-033,1.59422767162323
6700600-003,6700600-006,3.4095401763916016
6701800-014,6702800-016,1.6808487176895142
6700800-002,6700800-004,2.239307403564453
6700900-006,6700900-002,2.2275593280792236
6702800-003,6702800-008,1.516170859336853
6702300-006,6702400-006,5.0257697105407715
6701300-012,6701300-006,4.0500946044921875
6702300-009,6702500-004,3.3194313049316406
6701500-005,6701600-012,2.623284339904785
6700900-001,6700900-008,2.8839683532714844
6701200-007,6701200-011,2.3391857147216797
6703100-032,6703100-033,1.4907783269882202
6703500-017,6703500-036,3.6995203495025635
6703700-025,6703400-028,0.7555723190307617
6700800-006,6700800-015,1.9459294080734253
6703400-032,6703400-017,0.5203087329864502
6703100-025,6703100-030,1.322595238685608
6703300-004,6703300-002,0.42163944244384766
6703400-039,6703100-035,0.5063396096229553
6703500-037,6703100-036,0.8260597586631775
6700100-007,6700100-009,0.8810412287712097
6702800-003,6702800-021,1.4703989028930664
6701600-005,6701600-009,1.7457029819488525
6703300-015,6703300-016,1.0284581184387207
6700400-013,6700600-012,3.7485668659210205
6700300-009,6700300-008,2.7137389183044434
6701900-016,6701900-018,2.175621747970581
6703200-034,6703200-008,0.7608695030212402
6702100-006,6702100-004,0.984359622001648
6702500-007,6702500-002,2.6025748252868652
6703300-008,6703300-013,0.8587477207183838
6700600-013,6700600-010,7.247650623321533
6700700-016,6700700-007,1.287418246269226
6703700-036,6703700-027,0.5254815220832825
6700300-004,6700300-014,2.314981698989868
6700600-006,6700600-007,2.5424983501434326
6703200-030,6703200-010,0.5426418781280518
6700700-009,6700700-004,1.5710195302963257
6700600-009,6700600-012,2.89334774017334
6702700-016,6703300-019,2.0412471294403076
6702900-004,6702900-001,2.0638768672943115
6703100-018,6703100-003,2.1038522720336914
6703500-044,6703500-007,1.1560488939285278
6703700-036,6703400-028,0.6078212261199951
6702000-005,6702100-007,2.3292601108551025
6702700-014,6702700-012,1.0592416524887085
6703600-014,6703600-015,1.1797657012939453
6702400-004,6700900-012,4.31606388092041
6703700-029,6703300-027,0.402162104845047
6700100-024,6700400-005,2.569392681121826
6703500-039,6703500-050,1.2255432605743408
6700700-016,6700700-020,2.3074512481689453
6702800-014,6702700-002,2.1832566261291504
6702900-011,6703000-001,3.8092846870422363
6703400-015,6703400-039,0.5876136422157288
6703200-011,6703200-010,0.3123006224632263
6703200-030,6703200-023,0.8534664511680603
6702000-009,6702200-002,3.248377561569214
6703500-048,6702100-013,2.434242010116577
6701500-009,6701500-008,2.6604175567626953
6701700-012,6701700-010,3.5350449085235596
6703300-021,6703300-022,0.40289849042892456
6700700-004,6700700-023,1.8518413305282593
6700200-015,6700200-009,1.5163735151290894
6703300-006,6703700-010,0.6760654449462891
6703300-033,6703300-032,0.9686214923858643
6700100-018,6700100-022,0.9848927855491638
6703200-045,6702700-002,1.9970287084579468
6701800-010,6701800-011,0.8887407779693604
6700400-002,6700400-004,1.1874736547470093
6700500-011,6700500-009,1.961736798286438
6701800-003,6701800-008,2.015886068344116
6701800-006,6701800-013,1.7300703525543213
6700900-003,6700400-012,3.5131990909576416
6703500-006,6703500-007,1.1956897974014282
6700200-003,6700200-012,1.2500792741775513
6703500-028,6703500-025,2.686231851577759
6700500-004,6700500-006,2.2632901668548584
6703100-001,6703100-025,0.6440158486366272
6703500-027,6703500-029,0.570726752281189
6703700-002,6703700-001,0.49932754039764404
6703200-025,6703200-042,0.42407679557800293
6703700-014,6703700-011,0.5742490887641907
6700700-003,6700700-013,1.568547248840332
6703200-017,6703200-043,0.8244489431381226
6700800-012,6700800-010,1.7339736223220825
6702800-013,6702800-014,1.8526288270950317
6703100-009,6703100-007,1.7617371082305908
6703100-028,6703100-020,0.9307425618171692
6702100-002,6701900-010,2.193828582763672
6703500-013,6703500-023,2.6495227813720703
6703100-031,6703100-025,0.8342322707176208
6701300-012,6700200-018,3.169355869293213
6700500-008,6700500-017,2.589897871017456
6703200-013,6703200-045,1.066941738128662
6703700-028,6703700-030,0.5481721758842468
6703100-024,6703100-022,0.4230031371116638
6701500-023,6703500-033,6.076611042022705
6701500-015,6701500-014,1.2454601526260376
6703100-026,6703100-031,0.7670323252677917
6703700-002,6703700-014,0.24441586434841156
6703400-007,6703400-002,0.46877560019493103
6700200-021,6700200-015,2.985006093978882
6703100-035,6703100-036,1.2147552967071533
6703100-019,6703100-028,0.27662554383277893
6701600-003,6701600-005,1.8288915157318115
6701800-016,6701800-017,4.4536919593811035
6703400-037,6703400-029,0.33590447902679443
6700300-007,6700300-004,2.919863224029541
6701500-003,6701500-017,2.8825552463531494
6702200-007,6702600-001,2.5523645877838135
6703500-015,6703500-045,0.39868059754371643
6701900-008,6701900-007,0.7996990084648132
6700700-014,6700800-011,2.4059770107269287
6703400-011,6703400-013,0.38774895668029785
6700200-006,6700200-013,2.5128562450408936
6700300-003,6700300-006,0.767179012298584
6702400-005,6702400-002,5.168978214263916
6700100-006,6700100-014,0.9375032782554626
6700200-018,6700200-023,2.858304023742676
6701700-006,6701300-004,4.671863555908203
6702000-001,6702000-005,3.390826940536499
6702300-008,6702300-009,2.6017754077911377
6703500-042,6703500-040,0.5589785575866699
6703500-026,6703500-032,3.5575168132781982
6703300-039,6703300-014,2.0289466381073
6703700-006,6703300-001,0.6026027798652649
6702600-003,6702600-005,2.2299768924713135
6702800-016,6702800-015,1.1518058776855469
6702900-014,6702900-007,5.849153995513916
6703500-003,6703500-048,1.9019205570220947
6702800-019,6702800-020,1.5409619808197021
6702300-003,6702400-005,2.435556173324585
6700100-017,6700100-001,2.062234878540039
6700300-009,6700600-005,1.7358533143997192
6703200-016,6703300-001,0.8311523795127869
6702200-001,6701900-021,2.7906155586242676
6702900-010,6702900-009,0.8495895862579346
6701000-002,6701000-003,1.742101788520813
6700100-009,6700100-002,1.5308367013931274
6700100-028,6700100-015,0.883946418762207
6703700-027,6703700-033,0.89810711145401
6700800-003,6700800-014,2.228116750717163
6700300-018,6700300-004,2.8382554054260254
6701300-011,6701300-007,2.4353256225585938
6702900-002,6702900-010,1.5199652910232544
6703000-005,6703000-007,2.132371425628662
6700500-013,6700100-010,2.7418768405914307
6701600-007,6701300-013,2.6285908222198486
6702900-005,6702900-016,3.3949058055877686
6703300-020,6703300-014,3.093276023864746
6700100-005,6700100-004,0.16202552616596222
6702900-014,6703000-004,2.9594194889068604
6701300-006,6701300-013,2.8765382766723633
6702000-009,6701800-004,3.3104395866394043
6703300-031,6703300-028,1.3378474712371826
6702100-001,6702000-005,3.127371311187744
6700100-019,6700100-023,1.7879587411880493
6700300-006,6700300-007,2.9083547592163086
6703000-007,6702600-010,4.620193958282471
6702800-011,6702900-013,4.495647430419922
6703500-012,6703500-002,1.5288395881652832
6702000-011,6702000-009,2.836838483810425
6703500-014,6703500-048,1.6065994501113892
6700100-012,6700100-020,1.6388587951660156
6700200-002,6700200-004,0.544037938117981
