CityName,YY,MM,WGS84_Lon,WGS84_Lat,TempValue
臺南市,1960,5,120.65,23.25,21.8983
臺南市,1960,6,120.05,23.05,27.8861
臺南市,1960,6,120.05,23.10,27.8744
臺南市,1960,6,120.05,23.15,27.8254
臺南市,1960,6,120.05,23.20,NAN
臺南市,1960,6,120.10,23.00,NAN
臺南市,1960,6,120.10,23.05,27.8988
臺南市,1960,6,120.10,23.10,27.8019
臺南市,1960,6,120.10,23.15,27.7888
臺南市,1960,6,120.10,23.20,27.7796
臺南市,1960,6,120.10,23.25,27.7989
臺南市,1960,6,120.10,23.30,27.8114
臺南市,1960,6,120.10,23.35,27.8147
臺南市,1960,6,120.15,22.90,27.9611
臺南市,1960,6,120.15,22.95,27.8287
臺南市,1960,6,120.15,23.00,27.8622
臺南市,1960,6,120.15,23.05,27.8747
臺南市,1960,6,120.15,23.10,27.7809
臺南市,1960,6,120.15,23.15,27.7768
臺南市,1960,6,120.15,23.20,27.7774
臺南市,1960,6,120.15,23.25,27.7711
臺南市,1960,6,120.15,23.30,27.775
臺南市,1960,6,120.15,23.35,27.781
臺南市,1960,6,120.20,22.90,27.9243
臺南市,1960,6,120.20,22.95,27.8732
臺南市,1960,6,120.20,23.00,27.8139
臺南市,1960,6,120.20,23.05,27.8263
臺南市,1960,6,120.20,23.10,27.7781
臺南市,1960,6,120.20,23.15,27.7691
臺南市,1960,6,120.20,23.20,27.7762
臺南市,1960,6,120.20,23.25,27.7759
臺南市,1960,6,120.20,23.30,27.7794
臺南市,1960,6,120.25,22.90,27.886
臺南市,1960,6,120.25,22.95,27.8619
臺南市,1960,6,120.25,23.00,27.8078
臺南市,1960,6,120.25,23.05,27.7748
臺南市,1960,6,120.25,23.10,27.7696
臺南市,1960,6,120.25,23.15,27.7492
臺南市,1960,6,120.25,23.20,27.7432
臺南市,1960,6,120.25,23.25,27.7606
臺南市,1960,6,120.25,23.30,27.7612
臺南市,1960,6,120.25,23.35,27.7584
臺南市,1960,6,120.30,22.90,27.8529
臺南市,1960,6,120.30,22.95,27.8058
臺南市,1960,6,120.30,23.00,27.7296
臺南市,1960,6,120.30,23.05,27.754
臺南市,1960,6,120.30,23.10,27.7505
臺南市,1960,6,120.30,23.15,27.7154
臺南市,1960,6,120.30,23.20,27.7355
臺南市,1960,6,120.30,23.25,27.7363
臺南市,1960,6,120.30,23.30,27.7227
臺南市,1960,6,120.30,23.35,27.7398
臺南市,1960,6,120.30,23.40,27.7439
臺南市,1960,6,120.35,22.90,27.7461
臺南市,1960,6,120.35,22.95,27.6402
臺南市,1960,6,120.35,23.00,27.5314
臺南市,1960,6,120.35,23.05,27.5889
臺南市,1960,6,120.35,23.10,27.681
臺南市,1960,6,120.35,23.15,27.665
臺南市,1960,6,120.35,23.20,27.6299
臺南市,1960,6,120.35,23.25,27.6934
臺南市,1960,6,120.35,23.30,27.7157
臺南市,1960,6,120.35,23.35,27.7174
臺南市,1960,6,120.35,23.40,27.71
臺南市,1960,6,120.40,22.90,27.6111
臺南市,1960,6,120.40,22.95,27.4236
臺南市,1960,6,120.40,23.00,27.3409
臺南市,1960,6,120.40,23.05,27.5018
臺南市,1960,6,120.40,23.10,27.4341
