DistrictCode,DistrictName,VillageID,VillageName
6703700,中西區,6703700-018,三民里
6703700,中西區,6703700-019,萬昌里
6703700,中西區,6703700-020,普濟里
6703700,中西區,6703700-021,水仙里
6703700,中西區,6703700-022,藥王里
6703700,中西區,6703700-023,協和里
6703700,中西區,6703700-024,文賢里
6703700,中西區,6703700-025,光賢里
6703700,中西區,6703700-026,元安里
6703700,中西區,6703700-027,協進里
6703700,中西區,6703700-028,安海里
6703700,中西區,6703700-029,民生里
6703700,中西區,6703700-030,中正里
6703700,中西區,6703700-031,大涼里
6703700,中西區,6703700-032,民主里
6703700,中西區,6703700-033,西湖里
6703700,中西區,6703700-034,西賢里
6703700,中西區,6703700-035,三合里
6703700,中西區,6703700-036,民權里
6703700,中西區,6703700-037,保安里
