1,0.776993849,0.376970411,0.899156516,0.625126928,0.522807018,0.150562635,0.441751373,0.504140869,0.252234832,0.02252314,0.021271509,0.105608031,0.00933405,0.003686892,0.031633775,0.033119295,0.000598351,0.002867992,0.004423076,0.015710299,0.012481791,0.000231387,0.014184704,8.83E-05,0.000792435,7.09E-06,6.99E-06,5.46E-06,4.63E-06,0.000217083,8.17E-06,1.11E-06,1.93E-05,0.00020271,8.86E-07,1.28E-05
0.776993849,1,0.133670955,0.703018865,0.367780956,0.192796052,0.158931889,0.488615334,0.259295823,0.160919449,0.008490165,0.045406981,0.244501732,0.014403951,0.010651392,0.085361069,0.138804069,0.000292499,0.003403941,0.00270493,0.01777028,0.004742271,0.000384845,0.001830426,9.47E-06,0.000164339,5.22E-06,3.46E-06,1.97E-06,1.19E-06,0.000169449,7.87E-06,1.42E-06,2.34E-05,0.000319215,2.59E-06,1.49E-05
0.376970411,0.133670955,1,0.226287692,0.77531306,0.917178711,0.006953644,0.03512097,0.151316546,0.031861899,0.002927392,0.00021711,0.002090414,0.000101264,1.66E-05,0.000322391,0.000357976,1.80E-05,3.13E-05,0.000146843,0.000292683,0.001321819,9.11E-07,0.025041545,4.29E-05,0.000139562,4.51E-08,8.51E-08,1.11E-07,1.74E-07,2.42E-06,3.54E-08,2.27E-09,6.99E-08,8.31E-07,6.21E-10,4.55E-08
0.899156516,0.703018865,0.226287692,1,0.372199417,0.379682115,0.325916727,0.686578554,0.720453687,0.4810612,0.065306415,0.058088516,0.188740886,0.032238993,0.012198349,0.071250096,0.050249802,0.003079571,0.012253745,0.017948801,0.052394438,0.040153127,0.00129689,0.02442356,0.000354977,0.003194233,6.01E-05,5.79E-05,4.45E-05,3.59E-05,0.001296628,6.83E-05,1.10E-05,0.000146389,0.001163617,7.89E-06,0.000101434
0.625126928,0.367780956,0.77531306,0.372199417,1,0.73014588,0.014776952,0.080000349,0.160679569,0.04118892,0.002168527,0.000921086,0.009902992,0.000305244,9.41E-05,0.001753449,0.003111905,1.67E-05,7.15E-05,0.000172838,0.000647379,0.000980004,2.87E-06,0.00654983,8.80E-06,5.55E-05,6.08E-08,7.72E-08,7.36E-08,8.22E-08,3.55E-06,6.26E-08,5.28E-09,1.57E-07,2.47E-06,3.34E-09,9.78E-08
0.522807018,0.192796052,0.917178711,0.379682115,0.73014588,1,0.02158881,0.081340328,0.308942458,0.085418715,0.01102018,0.00086952,0.005761969,0.000489637,8.04E-05,0.001104006,0.000886715,0.000115221,0.00018012,0.000771035,0.001343477,0.005463136,6.83E-06,0.055081158,0.000198976,0.000677797,4.63E-07,8.35E-07,1.05E-06,1.54E-06,1.83E-05,3.65E-07,2.77E-08,6.73E-07,6.33E-06,7.31E-09,4.54E-07
0.150562635,0.158931889,0.006953644,0.325916727,0.014776952,0.02158881,1,0.770061345,0.406314122,0.751764218,0.280972438,0.543906141,0.49334699,0.524018596,0.245789694,0.417005933,0.109690934,0.091529305,0.333958076,0.288099643,0.642415719,0.239838624,0.099346204,0.011409214,0.002100333,0.027515781,0.010635811,0.007664991,0.004686317,0.002679006,0.079508391,0.013424324,0.004275453,0.024285661,0.093148028,0.003502678,0.018842437
0.441751373,0.488615334,0.03512097,0.686578554,0.080000349,0.081340328,0.770061345,1,0.552132705,0.666814112,0.12215263,0.315293969,0.559520838,0.202979348,0.109222023,0.335248408,0.171687737,0.016721497,0.090110558,0.078223688,0.253847547,0.088733818,0.018220865,0.009927195,0.000476361,0.006688726,0.00093275,0.000665862,0.000403412,0.000239863,0.012131488,0.001240605,0.000313473,0.002674194,0.016358298,0.00033213,0.001930419
0.504140869,0.259295823,0.151316546,0.720453687,0.160679569,0.308942458,0.406314122,0.552132705,1,0.787929431,0.276299712,0.052841893,0.096215492,0.051187928,0.010827517,0.04216415,0.01273896,0.020875833,0.031377216,0.075634137,0.103686717,0.191240819,0.003462487,0.13645591,0.006435111,0.033290748,0.000525704,0.000689847,0.000678611,0.000687748,0.007081414,0.000468103,7.24E-05,0.000735416,0.003348415,2.28E-05,0.000555154
0.252234832,0.160919449,0.031861899,0.4810612,0.04118892,0.085418715,0.751764218,0.666814112,0.787929431,1,0.49651789,0.17841106,0.189853783,0.207524483,0.053583315,0.120943405,0.025724961,0.09032534,0.152069427,0.260554623,0.353035631,0.3964982,0.027766976,0.078348145,0.010715933,0.072933355,0.005269141,0.005700357,0.0048144,0.003968362,0.045358221,0.00513842,0.001120891,0.007804194,0.027114154,0.000430003,0.006144518
