OBJECTID,Id,Shape,date,type,WeekName
5000,12114.0,"POLYGON ((13384818.771899998 2633560.6920999996, 13384730.690200001 2633567.5595000014, 13384730.988699999 2633585.4743999988, 13384679.931200001 2633565.7679999992, 13384545.867800001 2633512.6204000004, 13384561.991300002 2633479.1792000011, 13384607.3757 2633463.3543, 13384628.575100001 2633373.182500001, 13384731.287300002 2633396.4719000012, 13384733.3774 2633391.0973999985, 13384760.5484 2633397.3676999994, 13384753.979600001 2633444.8422, 13384808.3215 2633448.7238, 13384821.4591 2633558.004900001, 13384818.771899998 2633560.6920999996))",2023/08/13,戶內噴藥,33.0
5001,12115.0,"POLYGON ((13382931.9809 2622076.2822000012, 13382770.447999999 2622078.9695000015, 13382778.8083 2622019.2529999986, 13382923.0235 2622017.4615999982, 13382931.3838 2622075.9836999997, 13382931.9809 2622076.2822000012))",2023/07/16,戶內噴藥,29.0
5003,,POINT EMPTY,,,
5004,,POINT EMPTY,,,
5005,12116.0,"POLYGON ((13382541.9611 2628711.8385999985, 13382492.0979 2628690.6393, 13382486.126200002 2628701.3882, 13382415.5469 2628681.2351999991, 13382433.4619 2628632.8649000004, 13382422.7909 2628618.1818999983, 13382444.288800001 2628589.2194, 13382456.566599999 2628594.7943999991, 13382480.7518 2628567.0262999982, 13382494.785100002 2628574.7894, 13382515.0887 2628539.8553000018, 13382566.7434 2628577.7751999982, 13382561.070300002 2628641.3731999993, 13382553.3072 2628678.0988, 13382542.2597 2628711.2413999997, 13382541.9611 2628711.8385999985))",2023/07/15,戶內噴藥,28.0
5006,12117.0,"POLYGON ((13383651.6191 2629283.3071999997, 13383580.258000001 2629343.3222000003, 13383527.110399999 2629277.6341000013, 13383569.509100001 2629247.1787, 13383569.807599999 2629228.9651999995, 13383607.7276 2629207.1686999984, 13383641.1688 2629247.7758999988, 13383651.9177 2629282.7100000009, 13383651.6191 2629283.3071999997))",2023/07/16,戶內噴藥,29.0
5007,12121.0,"POLYGON ((13384768.805399999 2633396.4376000017, 13384727.601100001 2633388.0773000009, 13384713.866300002 2633390.1673000008, 13384627.874699999 2633370.4609000012, 13384663.1074 2633221.7670000009, 13384765.819600001 2633247.4450999983, 13384774.7771 2633226.2457000017, 13384838.076499999 2633242.6678000018, 13384830.014800001 2633268.0472000018, 13384805.829599999 2633367.1765, 13384769.103999998 2633396.7360999994, 13384768.805399999 2633396.4376000017))",2023/08/14,戶內噴藥,33.0
5010,12122.0,"POLYGON ((13391205.8534 2640965.7674000002, 13391205.8534 2640980.6964999996, 13391139.866799999 2640991.7441000007, 13391131.506499998 2640965.1702000014, 13391130.3121 2640865.1451999992, 13391166.7392 2640852.0075999983, 13391193.014400002 2640921.8757999986, 13391213.318 2640919.1886, 13391222.574000001 2640944.8667000011, 13391207.047699999 2640949.3454000019, 13391210.6307 2640959.1986000016, 13391204.9577 2640961.5872999988, 13391206.450599998 2640966.9617, 13391205.8534 2640965.7674000002))",2023/07/16,戶內噴藥,29.0
5011,12123.0,"POLYGON ((13380157.0334 2632796.7474000007, 13380145.687199999 2632806.8992, 13380139.417 2632843.3262000009, 13379961.4621 2632842.7291, 13379931.902399998 2632846.0135000013, 13379913.390299998 2632769.2778999992, 13379915.1818 2632737.9266999997, 13379935.1868 2632717.9217000008, 13379982.362799998 2632704.186999999, 13380111.0517 2632768.9793, 13380157.3319 2632796.4488000013, 13380157.0334 2632796.7474000007))",2023/07/17,戶內噴藥,29.0
5012,12124.0,"POLYGON ((13383527.865600001 2628687.7221000008, 13383552.9465 2628687.1248999983, 13383546.377700001 2628707.129900001, 13383546.377700001 2628717.2817, 13383544.586199999 2628723.8504999988, 13383501.576699998 2628725.1981999986, 13383475.600000001 2628735.6486000009, 13383475.0029 2628760.1323000006, 13383448.7276 2628779.2415999994, 13383423.945300002 2628752.0705999993, 13383400.9545 2628769.3883000016, 13383369.6034 2628732.0656000003, 13383445.4432 2628655.3299999982, 13383497.695099998 2628655.927099999, 13383494.125799999 2628672.1957999989, 13383504.8748 2628673.6887000017, 13383500.9795 2628689.9655000009, 13383520.088799998 2628690.8612000011, 13383523.0883 2628686.8264000006, 13383523.984000001 2628687.4235000014, 13383527.865600001 2628687.7221000008))",2023/07/17,戶內噴藥,29.0
5013,,POINT EMPTY,,,
5014,12125.0,"POLYGON ((13382217.299600001 2628808.5788999982, 13382168.0335 2628800.5170999989, 13382172.810899999 2628777.2276999988, 13382154.0002 2628773.0476000011, 13382165.644900002 2628720.4970999993, 13382152.5073 2628717.5113000013, 13382162.9577 2628675.1125999987, 13382241.1862 2628693.9233000018, 13382217.8968 2628808.2802999988, 13382217.299600001 2628808.5788999982))",2023/07/18,戶內噴藥,29.0
5015,12126.0,"POLYGON ((13386548.4833 2635316.2971, 13386530.5684 2635377.8049999997, 13386509.667599998 2635390.3455, 13386451.7427 2635361.9802, 13386474.4349 2635295.9935000017, 13386476.6516 2635290.625500001, 13386549.9762 2635309.7283000015, 13386548.4833 2635315.9985000007, 13386548.4833 2635316.2971))",2023/07/18,戶內噴藥,29.0
5017,12128.0,"POLYGON ((13384384.572999999 2627521.7197999991, 13384257.6756 2627523.8099000007, 13384274.694699999 2627424.0835000016, 13384385.4687 2627421.6948000006, 13384385.1701 2627445.5813999996, 13384380.691399999 2627462.3020000011, 13384386.208 2627485.897, 13384441.147100002 2627487.3898999989, 13384439.654199999 2627522.324000001, 13384384.572999999 2627521.7197999991))",2023/07/04,戶內噴藥,27.0
5018,12127.0,"POLYGON ((13384252.410500001 2627329.296, 13384235.0927 2627339.4477999993, 13384174.182 2627338.552099999, 13384180.4522 2627203.5929000005, 13384248.230300002 2627214.0432999991, 13384251.216200002 2627291.9732000008, 13384263.458 2627308.3953000009, 13384253.306200001 2627329.8931999989, 13384252.410500001 2627329.296))",2023/07/18,戶內噴藥,29.0
5019,12130.0,"POLYGON ((13391676.785 2628352.9756000005, 13391670.8134 2628368.2032999992, 13391679.7709 2628377.7578999996, 13391629.0119 2628452.1048000008, 13391589.599100001 2628431.502700001, 13391589.897599999 2628408.5117999986, 13391570.788400002 2628407.6160999984, 13391566.309700001 2628381.0423000008, 13391577.6558 2628362.8288000003, 13391570.489799999 2628326.4017999992, 13391593.4806 2628323.1173, 13391637.9694 2628324.3117000014, 13391668.4247 2628343.4208999984, 13391676.1879 2628352.9756000005, 13391676.785 2628352.9756000005))",2023/07/18,戶內噴藥,29.0
5020,,POINT EMPTY,,,
5021,,POINT EMPTY,,,
5022,,POINT EMPTY,,,
5024,12149.0,"POLYGON ((13382096.6851 2638706.9362999983, 13381952.7685 2638740.0788999982, 13381941.422400001 2638643.3383000009, 13382064.139600001 2638623.6319000013, 13382096.6851 2638706.9362999983))",2023/07/05,戶內噴藥,27.0
5027,12150.0,"POLYGON ((13383821.6501 2628025.3205999993, 13383687.8853 2628025.9178000018, 13383688.6177 2627990.6898000017, 13383670.702799998 2627990.9882999994, 13383669.807100002 2627968.5947000012, 13383668.6127 2627954.8599000014, 13383668.314199999 2627939.3335999995, 13383669.2099 2627927.6889000013, 13383668.6127 2627913.6556, 13383668.314199999 2627892.4562, 13383686.0938 2627893.0487000011, 13383857.778499998 2627893.6459, 13383856.882800002 2627914.5467000008, 13383822.5458 2627916.9353, 13383823.143 2627935.7459999993, 13383821.6501 2627968.59, 13383809.706799999 2627970.9787000008, 13383810.6026 2628012.1829999983, 13383822.8444 2628012.4816000015, 13383822.247299999 2628025.3205999993, 13383821.6501 2628025.3205999993))",2023/07/19,戶內噴藥,29.0
5028,12152.0,"POLYGON ((13388485.8913 2632821.1810999997, 13388485.8913 2632822.0769000016, 13388490.396899998 2632828.7912999988, 13388452.828899998 2632844.6911000013, 13388455.516199999 2632848.8713000007, 13388460.8906 2632860.8145999983, 13388468.5735 2632881.4946999997, 13388486.1899 2632936.7324, 13388384.0748 2632941.5097000003, 13388382.283300001 2632822.9726000018, 13388485.8913 2632821.1810999997))",2023/08/03,戶內噴藥,31.0
5029,12154.0,"POLYGON ((13382682.0973 2629617.9661, 13382682.0973 2629618.5632999986, 13382600.285799999 2629684.2512999997, 13382544.749499999 2629665.7391999997, 13382556.0957 2629650.5115999989, 13382546.8396 2629646.0328, 13382576.6978 2629580.9419, 13382654.9263 2629609.0086000003, 13382672.5427 2629601.2454999983, 13382682.0973 2629617.9661))",2023/07/19,戶內噴藥,29.0
5030,,POINT EMPTY,,,
5031,,POINT EMPTY,,,
5032,,POINT EMPTY,,,
5034,,POINT EMPTY,,,
5037,,POINT EMPTY,,,
5039,,POINT EMPTY,,,
5040,,POINT EMPTY,,,
5042,12156.0,"POLYGON ((13379819.4443 2635693.8830000013, 13379839.1507 2635720.1581999995, 13379868.710299999 2635713.8880000003, 13379936.488499999 2635825.8563, 13379900.957199998 2635849.742899999, 13379884.8338 2635825.5577000007, 13379862.4401 2635839.8896999992, 13379851.9897 2635824.9606, 13379771.074000001 2635868.5535999984, 13379753.457600001 2635839.5911, 13379733.751200002 2635845.2641999982, 13379727.480999999 2635833.3209000006, 13379805.7095 2635763.7512000017, 13379778.8371 2635699.2575000003, 13379819.4443 2635693.5843999982, 13379818.8471 2635693.8830000013, 13379819.4443 2635693.8830000013))",2023/07/19,戶內噴藥,29.0
5043,,POINT EMPTY,,,
5044,,POINT EMPTY,,,
5045,,POINT EMPTY,,,
5046,,POINT EMPTY,,,
5047,,POINT EMPTY,,,
5048,,POINT EMPTY,,,
5049,,POINT EMPTY,,,
5050,,POINT EMPTY,,,
5051,12166.0,"POLYGON ((13384393.581300002 2633402.3295000009, 13384292.0634 2633331.5654999986, 13384340.1351 2633250.6497000009, 13384384.026700001 2633277.5221000016, 13384444.638799999 2633173.3170000017, 13384424.0367 2633161.3737000003, 13384477.184300002 2633088.8181999996, 13384448.2218 2633070.3060999997, 13384459.866500001 2633053.2868999988, 13384627.371100001 2633055.9741999991, 13384613.337699998 2633091.5055, 13384546.753899999 2633086.7281000018, 13384526.1518 2633191.8291000016, 13384659.020799998 2633222.5830000006, 13384646.778900001 2633278.1193000004, 13384518.687199999 2633239.3035999984, 13384490.321899999 2633332.7597999983, 13384447.9232 2633323.503800001, 13384392.9841 2633403.2252000012, 13384393.581300002 2633402.3295000009))",2023/07/20,戶內噴藥,29.0
5052,,POINT EMPTY,,,
5053,12167.0,"POLYGON ((13384947.4767 2633724.9741000012, 13384838.494199999 2633741.9932999983, 13384808.636 2633446.6955999993, 13384906.096700002 2633443.0390999988, 13384948.073800001 2633725.2727000006, 13384947.4767 2633724.9741000012))",2023/08/10,戶內噴藥,32.0
5054,,POINT EMPTY,,,
5057,12169.0,"POLYGON ((13383157.1923 2629472.6455000006, 13383084.3383 2629395.6112999991, 13383090.9071 2629387.5496000014, 13383207.3541 2629296.4820000008, 13383214.221500002 2629297.0791999996, 13383282.895399999 2629380.9807999991, 13383157.490899999 2629473.5412000008, 13383157.1923 2629472.6455000006))",2023/07/19,戶內噴藥,29.0
5058,12168.0,"POLYGON ((13384113.844700001 2631556.0075999983, 13384097.721299998 2631429.7073, 13384153.5561 2631422.5414000005, 13384158.3334 2631482.8550000004, 13384231.7846 2631470.9116999991, 13384235.068999998 2631490.6180999987, 13384244.325100001 2631489.4237999991, 13384252.685400002 2631532.7181999981, 13384115.039 2631556.0075999983, 13384113.844700001 2631556.0075999983))",2023/07/20,戶內噴藥,29.0
5060,12165.0,"POLYGON ((13384335.6912 2632297.6856000014, 13384331.511100002 2632217.9642000012, 13384315.0891 2632219.7556999996, 13384314.7905 2632184.5229999982, 13384421.384300001 2632176.1627000012, 13384423.1758 2632205.4237000011, 13384440.195 2632203.0351000018, 13384443.479400001 2632232.2961000018, 13384424.668699998 2632240.0593000017, 13384425.564399999 2632293.5055, 13384335.6912 2632297.9842000008, 13384335.6912 2632297.6856000014))",2023/07/19,戶內噴藥,29.0
5062,12173.0,"POLYGON ((13384269.377 2630622.7041000016, 13384142.479600001 2630567.4664000012, 13384147.256900001 2630518.2003000006, 13384154.679000001 2630388.8856000006, 13384243.357900001 2630406.2034000009, 13384306.6573 2630409.189199999, 13384316.510499999 2630483.5361, 13384318.3444 2630508.3471000008, 13384324.017499998 2630581.4998000003, 13384295.055 2630615.2395000011, 13384269.6756 2630622.7041000016, 13384269.377 2630622.7041000016))",2023/07/21,戶內噴藥,29.0
5063,,POINT EMPTY,,,
5064,,POINT EMPTY,,,
5065,12174.0,"POLYGON ((13384648.686099999 2627415.6290000007, 13384589.865400001 2627396.8183999993, 13384627.785300002 2627312.0210000016, 13384698.5493 2627336.2062, 13384648.0889 2627415.3304999992, 13384648.686099999 2627415.6290000007))",2023/07/18,戶內噴藥,29.0
5066,12177.0,"POLYGON ((13372680.215300001 2639828.313000001, 13372742.293200001 2639715.3946999982, 13372840.4725 2639791.3973999992, 13372796.3909 2639881.1620999984, 13372680.215300001 2639828.313000001))",2023/07/21,戶內噴藥,29.0
5068,12176.0,"POLYGON ((13381151.5621 2632123.0251, 13381067.9591 2632160.9450000003, 13381040.489500001 2632072.5647, 13381051.4819 2632065.183699999, 13381057.155000001 2632058.9134000018, 13381049.989 2632049.9560000002, 13381063.4252 2632040.1028000005, 13381073.632100001 2632062.1143999994, 13381100.504500002 2632043.9008000009, 13381112.4478 2632051.9626, 13381129.7656 2632072.8632999994, 13381138.1259 2632077.6405999996, 13381139.0216 2632084.5080000013, 13381147.381900001 2632086.2994999997, 13381148.2777 2632106.6031000018, 13381158.728 2632111.9776000008, 13381150.3677 2632119.740699999, 13381150.964899998 2632123.0251, 13381151.5621 2632123.0251))",2023/07/21,戶內噴藥,29.0
5070,12175.0,"POLYGON ((13384400.396899998 2632412.258200001, 13384256.7788 2632435.5476999991, 13384257.375999998 2632309.2474000007, 13384388.155000001 2632297.9012999982, 13384400.6954 2632411.6611, 13384400.396899998 2632412.258200001))",2023/07/22,戶內噴藥,29.0
5072,,POINT EMPTY,,,
5077,12182.0,"POLYGON ((13379980.842300002 2635903.6481, 13379842.3002 2635990.8341000006, 13379772.1334 2635873.4913000017, 13379848.5704 2635828.4054000005, 13379855.139199998 2635831.9884000011, 13379862.603799999 2635843.3345, 13379883.205899999 2635828.704, 13379902.315200001 2635854.9792000018, 13379936.6521 2635831.3911999986, 13379986.2168 2635901.8566000015, 13379980.543699998 2635903.6481, 13379980.842300002 2635903.6481))",2023/08/01,戶內噴藥,31.0
5078,12183.0,"POLYGON ((13380118.488699999 2635913.2027999982, 13380031.004099999 2635969.6347999983, 13380039.662999999 2635984.8625000007, 13380000.250100002 2636008.4505000003, 13379990.9941 2635994.4171000011, 13379969.1976 2636007.8533000015, 13379929.7848 2635942.4637999982, 13379989.202599999 2635903.6481, 13379961.135899998 2635856.7707, 13380047.7247 2635803.6231000014, 13380123.265999999 2635909.6198000014, 13380118.488699999 2635912.9041999988, 13380118.488699999 2635913.2027999982))",2023/07/21,戶內噴藥,29.0
5079,,POINT EMPTY,,,
5080,12186.0,"POLYGON ((13382185.467099998 2630822.3575999998, 13382119.779 2630825.6420000009, 13382108.180399999 2630828.3544999994, 13382027.264600001 2630853.4354000017, 13382018.3072 2630779.9842000008, 13382192.380600002 2630768.0408999994, 13382190.543000001 2630821.4618999995, 13382185.467099998 2630822.3575999998))",2023/07/22,戶內噴藥,29.0
5081,,POINT EMPTY,,,
5083,12188.0,"POLYGON ((13383733.087299999 2630275.1101000011, 13383703.5277 2630270.9299000017, 13383690.39 2630278.0958999991, 13383642.6089 2630273.6818000004, 13383651.2678 2630217.2498000003, 13383659.030900002 2630207.0980000012, 13383663.2111 2630193.9604, 13383665.3011 2630165.5951000005, 13383665.3011 2630164.4008000009, 13383733.6844 2630174.4879, 13383730.997200001 2630212.4078, 13383745.9263 2630214.1992999986, 13383733.6844 2630276.3044000007, 13383733.087299999 2630275.1101000011))",2023/07/22,戶內噴藥,29.0
5084,12191.0,"POLYGON ((13385104.2348 2636959.946800001, 13385017.048799999 2636956.065200001, 13385013.764400002 2636909.4864000008, 13385053.1772 2636855.4431000017, 13385098.8603 2636889.7800000012, 13385109.907900002 2636938.7474999987, 13385104.2348 2636960.2454000004, 13385104.2348 2636959.946800001))",2023/07/23,戶內噴藥,30.0
5085,12192.0,"POLYGON ((13384561.991099998 2630836.5471, 13384561.692499999 2630835.6514, 13384508.8435 2630824.3051999994, 13384519.5924 2630742.7923000008, 13384547.061999999 2630744.8823999986, 13384552.436500002 2630731.1475999989, 13384573.038600001 2630733.8348999992, 13384561.991099998 2630836.5471))",2023/07/23,戶內噴藥,30.0
5086,,POINT EMPTY,,,
5087,,POINT EMPTY,,,
5088,12190.0,"POLYGON ((13384031.4056 2630823.9734000005, 13383904.8068 2630851.7415000014, 13383884.204599999 2630763.6598000005, 13384022.1496 2630716.7824000008, 13384031.4056 2630823.3762000017, 13384031.4056 2630823.9734000005))",2023/07/22,戶內噴藥,29.0
5090,12194.0,"POLYGON ((13380511.978100002 2629707.0346000008, 13380371.346 2629706.4373999983, 13380371.644499999 2629587.6017999984, 13380542.1349 2629584.3172999993, 13380541.2392 2629624.0287999995, 13380513.1725 2629645.5267000012, 13380523.0257 2629669.1147000007, 13380529.594500002 2629697.7786, 13380528.997299999 2629707.930399999, 13380506.902199998 2629707.3332, 13380511.978100002 2629707.0346000008))",2023/07/21,戶內噴藥,29.0
5091,12195.0,"POLYGON ((13394823.000599999 2626645.2776999995, 13394747.1607 2626641.3960999995, 13394751.639400002 2626507.3326999992, 13394819.118999999 2626524.6504999995, 13394823.8963 2626645.5762000009, 13394823.000599999 2626645.2776999995))",2023/07/24,戶內噴藥,30.0
5092,12180.0,"POLYGON ((13391985.414 2647814.9334999993, 13391971.9778 2647913.4655999988, 13391951.375599999 2647909.5839999989, 13391949.8827 2647916.1528000012, 13391876.431499999 2647900.9250999987, 13391884.194600001 2647849.2703999989, 13391888.076200001 2647807.7674999982, 13391908.0812 2647806.2745999992, 13391985.414 2647814.9334999993))",2023/07/22,戶內噴藥,29.0
5094,,POINT EMPTY,,,
5095,,POINT EMPTY,,,
5096,,POINT EMPTY,,,
5097,,POINT EMPTY,,,
5098,12199.0,"POLYGON ((13386688.795899998 2628511.1116000004, 13386651.174600001 2628515.8889000006, 13386642.8143 2628544.8513999991, 13386525.457199998 2628558.8055000007, 13386515.006900001 2628446.5386000015, 13386679.8385 2628432.2859000005, 13386707.009399999 2628485.7320999987, 13386689.094500002 2628510.2159, 13386688.795899998 2628511.1116000004))",2023/07/22,戶內噴藥,29.0
5099,12200.0,"POLYGON ((13384167.7403 2626712.3192999996, 13384167.7403 2626658.5744999982, 13384175.503400002 2626657.0815999992, 13384172.219 2626622.7446000017, 13384244.774500001 2626614.9814999998, 13384282.395799998 2626640.9580999985, 13384267.466699999 2626709.9305999987, 13384265.805799998 2626709.0896000005, 13384167.7403 2626712.3192999996))",2023/07/10,戶內噴藥,28.0
5101,12204.0,"POLYGON ((13385178.335 2631895.6601000018, 13385072.9355 2631870.5791999996, 13385075.921300001 2631852.9629000016, 13385198.34 2631859.5317, 13385204.311700001 2631873.2663999982, 13385179.2308 2631895.3614999987, 13385178.335 2631895.6601000018))",2023/07/24,戶內噴藥,30.0
5102,12202.0,"POLYGON ((13387186.624699999 2632532.1413000003, 13387078.8365 2632566.1796999983, 13387099.438700002 2632625.5976000018, 13387050.4712 2632639.9294999987, 13386976.7214 2632424.6517999992, 13387024.7931 2632407.3339999989, 13387045.9925 2632467.6475999989, 13387151.989100002 2632427.9362000003, 13387187.2218 2632532.4398999996, 13387186.624699999 2632532.1413000003))",2023/07/12,戶內噴藥,28.0
5103,12198.0,"POLYGON ((13387261.2812 2635061.0119000003, 13387190.5172 2635110.5764999986, 13387180.9626 2635096.5430999994, 13387143.0427 2635116.5480999984, 13387119.753199998 2635095.3488, 13387086.311999999 2635041.305399999, 13387184.247000001 2634980.3946999982, 13387260.0869 2635060.7133000009, 13387261.2812 2635061.0119000003))",2023/07/25,戶內噴藥,30.0
5105,12205.0,"POLYGON ((13384668.990400001 2631980.5846999995, 13384651.672699999 2631979.9875000007, 13384651.971299998 2631948.6363999993, 13384558.8136 2631952.2194, 13384559.709399998 2631899.3702999987, 13384675.260699999 2631899.3702999987, 13384675.559300002 2631980.8832999989, 13384668.990400001 2631980.5846999995))",2023/07/23,戶內噴藥,30.0
5107,,POINT EMPTY,,,
5108,12206.0,"POLYGON ((13385302.4855 2634154.0496999994, 13385195.2945 2634169.5760000013, 13385169.019299999 2634112.5467999987, 13385155.583099999 2634033.7210999988, 13385308.457199998 2634036.4083999991, 13385302.186900001 2634152.8554, 13385302.4855 2634154.0496999994))",2023/07/25,戶內噴藥,30.0
5109,12207.0,"POLYGON ((13379688.8132 2627129.6017999984, 13379688.8132 2627130.4974999987, 13379690.007599998 2627215.8920000009, 13379762.563000001 2627214.9963000007, 13379762.8616 2627267.5467000008, 13379661.0451 2627269.3381999992, 13379659.8508 2627236.7928000018, 13379630.2911 2627238.2857000008, 13379627.9025 2627127.5117000006, 13379688.8132 2627129.6017999984))",2023/07/24,戶內噴藥,30.0
5110,12208.0,"POLYGON ((13386350.7923 2627554.2791000009, 13386351.0909 2627561.7435999997, 13386351.060800001 2627566.7001000009, 13386350.7623 2627586.4065000005, 13386237.898200002 2627587.3022000007, 13386234.315200001 2627497.7276000008, 13386348.970800001 2627492.9503000006, 13386348.970800001 2627536.8418999985, 13386349.896499999 2627544.7245000005, 13386350.7923 2627554.2791000009))",2023/07/23,戶內噴藥,30.0
5111,,POINT EMPTY,,,
5113,,POINT EMPTY,,,
5114,,POINT EMPTY,,,
5115,,POINT EMPTY,,,
5118,12212.0,"POLYGON ((13385718.642099999 2633665.8434000015, 13385709.6846 2633685.2512999997, 13385649.669599999 2633653.0044, 13385598.313499998 2633646.1369999982, 13385597.119199999 2633629.1178000011, 13385603.090799998 2633627.0278000012, 13385598.313499998 2633560.7424999997, 13385702.817200001 2633556.5623999983, 13385712.670400001 2633549.6950000003, 13385719.5378 2633548.7991999984, 13385723.4194 2633572.9844000004, 13385702.518599998 2633626.7292000018, 13385732.974 2633642.8526000008, 13385718.3435 2633665.2463000007, 13385718.642099999 2633665.8434000015))",2023/07/23,戶內噴藥,30.0
5124,12217.0,"POLYGON ((13379850.212299999 2635192.4538999982, 13379660.314 2635153.6383000016, 13379684.200599998 2635044.6558, 13379873.800299998 2635090.0403000005, 13379850.212299999 2635191.5582000017, 13379850.212299999 2635192.4538999982))",2023/07/24,戶內噴藥,30.0
5125,12218.0,"POLYGON ((13379413.386599999 2635272.1754, 13379244.0905 2635240.5256999992, 13379263.7969 2635131.5432000011, 13379439.6618 2635162.2971, 13379413.983800001 2635271.5782000013, 13379413.386599999 2635272.1754))",2023/07/24,戶內噴藥,30.0
5126,12219.0,"POLYGON ((13386580.796799999 2625821.4734999985, 13386555.417399999 2625853.1231999993, 13386537.800999999 2625850.7344999984, 13386497.791000001 2625890.1473000012, 13386487.639199998 2625872.5309999995, 13386486.170000002 2625860.4338000007, 13386494.828899998 2625855.6565000005, 13386471.240899999 2625806.0918999985, 13386469.7243 2625800.8713000007, 13386460.468199998 2625782.9563999996, 13386533.620900001 2625735.7804000005, 13386559.2989 2625749.2166000009, 13386565.270599999 2625782.3592000008, 13386579.901099999 2625812.5159999989, 13386583.782699998 2625817.2932999991, 13386581.6926 2625821.4734999985, 13386580.796799999 2625821.4734999985))",2023/07/23,戶內噴藥,30.0
5127,12187.0,"POLYGON ((13388058.6813 2635643.3825000003, 13388060.7714 2635643.6810999997, 13388054.2025 2635642.7853999995, 13388063.4586 2635548.4334000014, 13388216.3327 2635561.5709999986, 13388199.612100001 2635603.3724999987, 13388189.1617 2635657.4158999994, 13388058.6813 2635643.3825000003))",2023/07/23,戶內噴藥,30.0
5129,12222.0,"POLYGON ((13379910.216200002 2628808.7379, 13379897.0786 2628814.4109000005, 13379914.8303 2628872.3405000009, 13379893.033799998 2628879.5064999983, 13379899.7659 2628903.3883999996, 13379884.239599999 2628907.568599999, 13379879.1637 2628895.6253000014, 13379850.4998 2628905.4785000011, 13379829.897599999 2628835.6103000008, 13379807.504 2628846.0606000014, 13379793.7692 2628809.9321999997, 13379884.538199998 2628772.0122999996, 13379910.514800001 2628808.4393000007, 13379910.216200002 2628808.7379))",2023/07/25,戶內噴藥,30.0
5130,,POINT EMPTY,,,
5131,,POINT EMPTY,,,
5132,,POINT EMPTY,,,
5133,,POINT EMPTY,,,
5134,,POINT EMPTY,,,
5135,,POINT EMPTY,,,
5136,,POINT EMPTY,,,
5137,,POINT EMPTY,,,
5139,,POINT EMPTY,,,
5142,12220.0,"POLYGON ((13381763.221299998 2635144.7195000015, 13381764.116999999 2635144.7195000015, 13381764.116999999 2635144.122299999, 13381767.102899998 2635126.8044999987, 13381742.320500001 2635125.3115999997, 13381756.6525 2635063.5051000006, 13381779.344700001 2635062.908, 13381780.539099999 2635042.0071999989, 13381855.1846 2635047.3817000017, 13381856.378899999 2635061.1165000014, 13381872.800900001 2635061.4149999991, 13381870.710900001 2635079.0313999988, 13381914.602400001 2635084.7045000009, 13381916.095400002 2635102.9180000015, 13381923.8585 2635150.3924999982, 13381845.0328 2635136.3592000008, 13381825.547400001 2635144.6917000003, 13381810.319699999 2635148.5731999986, 13381763.221299998 2635144.7195000015))",2023/07/26,戶內噴藥,30.0
5144,12221.0,"POLYGON ((13376930.0293 2640244.4899000004, 13376928.237799998 2640245.3856000006, 13376952.124400001 2640125.3555999994, 13377019.0068 2640133.1187000014, 13377017.513799999 2640182.0861999989, 13377035.727400001 2640184.1763000004, 13377049.4621 2640189.8493000008, 13377049.1635 2640218.8117999993, 13377033.0401 2640217.9160999991, 13377021.693999998 2640251.3572999984, 13376930.0293 2640244.4899000004))",2023/07/26,戶內噴藥,30.0
5145,,POINT EMPTY,,,
5148,12224.0,"POLYGON ((13386363.4069 2628451.4168, 13386342.8048 2628447.5352, 13386341.3118 2628457.3883999996, 13386315.6338 2628449.9239000008, 13386329.667100001 2628372.2925000004, 13386317.425299998 2628371.3968, 13386323.098299999 2628332.8797000013, 13386400.7297 2628346.0172999986, 13386364.302700002 2628451.7153999992, 13386363.4069 2628451.4168))",2023/07/25,戶內噴藥,30.0
5149,12225.0,"POLYGON ((13385776.892900001 2629547.6534, 13385738.375799999 2629544.0703999996, 13385740.465799998 2629514.2122000009, 13385691.1998 2629516.6009000018, 13385693.289900001 2629390.5991999991, 13385748.8261 2629391.1964000016, 13385751.811999999 2629505.2547999993, 13385783.1631 2629507.9420000017, 13385778.3858 2629547.9519999996, 13385776.892900001 2629547.6534))",2023/07/25,戶內噴藥,30.0
5150,12223.0,"POLYGON ((13391797.219300002 2627629.5936000012, 13391711.227699999 2627588.9864000008, 13391712.028499998 2627492.1886, 13391745.171100002 2627492.4871999994, 13391778.0152 2627492.1886, 13391779.2095 2627504.1319000013, 13391804.982500002 2627506.2791999988, 13391797.8165 2627629.5936000012, 13391797.219300002 2627629.5936000012))",2023/07/25,戶內噴藥,30.0
5153,12227.0,"POLYGON ((13387380.8666 2633421.6081999987, 13387277.8558 2633405.7833000012, 13387289.500500001 2633303.0711000003, 13387371.0134 2633286.0518999994, 13387391.615600001 2633352.6356999986, 13387380.8666 2633421.9068000019, 13387380.8666 2633421.6081999987))",2023/07/20,戶內噴藥,29.0
5154,12228.0,"POLYGON ((13386676.145599999 2635691.9606, 13386649.273200002 2635774.070700001, 13386614.936299998 2635753.1699, 13386591.646899998 2635789.5969000012, 13386536.409200002 2635769.8905000016, 13386548.3525 2635756.1556999981, 13386566.864599999 2635734.3592000008, 13386538.4993 2635733.4635000005, 13386556.4142 2635674.3442, 13386598.8129 2635633.7369999997, 13386676.444200002 2635690.7661999986, 13386676.145599999 2635691.9606))",2023/08/03,戶內噴藥,31.0
