CODE1,TOWN,VILLAGE,COUNT,lat,lon,type,coordinates
A6731-67-010,永康區,成功里,3,23.003241427,120.23895192,Polygon,"[[[120.239976309, 23.004462892], [120.239976119, 23.004175968], [120.239976816, 23.003858895], [120.239973785, 23.002492938], [120.23997699, 23.002113248], [120.238729286, 23.00206001], [120.238296907, 23.001587082], [120.238089961, 23.001577089], [120.238177187, 23.002246652], [120.237933399, 23.003598779], [120.237785628, 23.00436962], [120.238846197, 23.004536811], [120.238884525, 23.004352839], [120.239976309, 23.004462892]]]"
A6731-68-003,永康區,崑山里,3,23.002130783,120.259089931,Polygon,"[[[120.260165551, 23.002451779], [120.259812489, 23.001575055], [120.259131319, 23.001779861], [120.258952598, 23.001347027], [120.258106097, 23.001632076], [120.258268628, 23.002063847], [120.258632361, 23.002918542], [120.260165551, 23.002451779]]]"
A6731-68-005,永康區,崑山里,4,23.001841643,120.257458034,Polygon,"[[[120.256943318, 23.002478655], [120.258268628, 23.002063847], [120.258106097, 23.001632076], [120.257942499, 23.001200301], [120.256709137, 23.001591507], [120.256785831, 23.002048888], [120.256943318, 23.002478655]]]"
A6731-70-004,永康區,中華里,2,23.00027644,120.235566491,Polygon,"[[[120.23497815, 23.000795447], [120.235833772, 23.000780809], [120.235852266, 23.000330328], [120.236446044, 23.000320221], [120.236437706, 22.999888175], [120.234877427, 22.999889911], [120.23497815, 23.000795447]]]"
A6731-70-006,永康區,中華里,7,22.999941699,120.238781516,Polygon,"[[[120.2394822, 22.999074503], [120.238103128, 22.999053154], [120.238086422, 22.999912048], [120.238085267, 23.000810072], [120.239463967, 23.000829433], [120.2394822, 22.999074503]]]"
A6732-03-002,東　區,成大里,3,22.997656891,120.213299406,Polygon,"[[[120.214920798, 22.99676465], [120.214846556, 22.995782263], [120.214197166, 22.995835023], [120.214067752, 22.994559403], [120.21389349, 22.994563227], [120.213768325, 22.994410587], [120.213157066, 22.994466501], [120.211832827, 22.994504924], [120.211920371, 22.995795455], [120.212167093, 22.997092828], [120.212286024, 22.997634311], [120.212464204, 22.998507232], [120.212742693, 22.999961613], [120.213092665, 23.00171039], [120.213799451, 23.001590767], [120.214623466, 23.001451299], [120.213618776, 22.996929914], [120.214920798, 22.99676465]]]"
A6732-05-003,東　區,大學里,4,22.997273157,120.221027776,Polygon,"[[[120.223992603, 22.9942163], [120.222327151, 22.994342763], [120.221760616, 22.99438711], [120.221898341, 22.996026814], [120.220844889, 22.996102639], [120.22007748, 22.99614494], [120.220051438, 22.9947812], [120.220010662, 22.993689537], [120.220075864, 22.993431823], [120.220005239, 22.992190433], [120.219134637, 22.992272713], [120.217843081, 22.992376416], [120.217971, 22.993980079], [120.21810282, 22.995400689], [120.218163707, 22.996268078], [120.218225649, 22.997139421], [120.218536206, 23.00097505], [120.222292483, 23.000718351], [120.224546523, 23.000579374], [120.223992603, 22.9942163]]]"
A6732-07-001,東　區,小東里,2,22.995552725,120.23045611,Polygon,"[[[120.231360087, 22.995368489], [120.231333577, 22.995095056], [120.229746298, 22.99535374], [120.229907315, 22.996033505], [120.23076209, 22.995929691], [120.23089517, 22.995439341], [120.231360087, 22.995368489]]]"
A6732-10-002,東　區,圍下里,2,22.99231098,120.214040333,Polygon,"[[[120.215432131, 22.991320061], [120.214176242, 22.991414812], [120.212881942, 22.99149011], [120.212922805, 22.991902871], [120.212942352, 22.992690414], [120.213133667, 22.993969395], [120.213161419, 22.994330144], [120.213452514, 22.993678018], [120.213820106, 22.993238832], [120.214416886, 22.992760105], [120.214572175, 22.992675821], [120.215447661, 22.992620128], [120.215503528, 22.992484411], [120.215432131, 22.991320061]]]"
A6732-15-003,東　區,裕農里,2,22.988501364,120.232072301,Polygon,"[[[120.231630331, 22.988917178], [120.232796111, 22.988559019], [120.232680689, 22.988471438], [120.231757865, 22.988041727], [120.231630331, 22.988917178]]]"
A6732-15-006,東　區,富強里,7,22.987958224,120.232733869,Polygon,"[[[120.232796111, 22.988559019], [120.233117503, 22.98851252], [120.233564227, 22.988521412], [120.233504013, 22.987878497], [120.233464043, 22.987519838], [120.232522411, 22.987429618], [120.231798613, 22.987589188], [120.231738866, 22.98803288], [120.231757865, 22.988041727], [120.232680689, 22.988471438], [120.232796111, 22.988559019]]]"
A6732-15-008,東　區,富強里,3,22.987017249,120.231298469,Polygon,"[[[120.231890397, 22.986192535], [120.230896627, 22.986155768], [120.230690044, 22.987290766], [120.230258653, 22.987372077], [120.230907411, 22.987649153], [120.231738866, 22.98803288], [120.231798613, 22.987589188], [120.231873245, 22.986551474], [120.231890397, 22.986192535]]]"
A6732-16-003,東　區,東聖里,3,22.988264344,120.23455076,Polygon,"[[[120.235576701, 22.988646063], [120.235578185, 22.987999139], [120.234804223, 22.987988385], [120.234019053, 22.987899695], [120.233504013, 22.987878497], [120.233564227, 22.988521412], [120.235576701, 22.988646063]]]"
A6732-16-005,東　區,東聖里,2,22.987701013,120.234637502,Polygon,"[[[120.235578185, 22.987999139], [120.235618647, 22.987397313], [120.234759788, 22.987439106], [120.233464043, 22.987519838], [120.233504013, 22.987878497], [120.234019053, 22.987899695], [120.234804223, 22.987988385], [120.235578185, 22.987999139]]]"
A6732-16-008,東　區,東聖里,2,22.986915912,120.234930498,Polygon,"[[[120.235621197, 22.986944255], [120.235638111, 22.986723321], [120.234880911, 22.986709987], [120.234507447, 22.986748501], [120.233942969, 22.986796197], [120.234001873, 22.987012491], [120.234755323, 22.986938927], [120.234757494, 22.987182137], [120.235620112, 22.987136929], [120.235621197, 22.986944255]]]"
A6732-16-011,東　區,關聖里,2,22.986388658,120.235947337,Polygon,"[[[120.235724943, 22.985775971], [120.235675119, 22.986255556], [120.235638111, 22.986723321], [120.235621197, 22.986944255], [120.236159336, 22.986957595], [120.236204647, 22.986902821], [120.236264475, 22.985858331], [120.235724943, 22.985775971]]]"
A6732-18-008,東　區,新東里,2,22.987935949,120.226891878,Polygon,"[[[120.226597261, 22.987459654], [120.226393028, 22.988174719], [120.227017193, 22.988328488], [120.227351867, 22.988402331], [120.227288908, 22.987996911], [120.227219321, 22.987589686], [120.226597261, 22.987459654]]]"
A6732-20-004,東　區,東安里,2,22.987392754,120.220289148,Polygon,"[[[120.221522433, 22.987268711], [120.221179858, 22.987164832], [120.220760629, 22.986971554], [120.22068826, 22.986811941], [120.219059927, 22.98732429], [120.219266243, 22.987443307], [120.220207409, 22.988155649], [120.220554439, 22.9873953], [120.221354165, 22.987637347], [120.221522433, 22.987268711]]]"
A6732-22-004,東　區,衛國里,2,22.987299492,120.224785444,Polygon,"[[[120.225554255, 22.987598563], [120.225643575, 22.987212988], [120.225574668, 22.987176642], [120.224655617, 22.987044588], [120.224428725, 22.9871855], [120.223498989, 22.987159984], [120.223629203, 22.987303635], [120.22475949, 22.987466292], [120.225554255, 22.987598563]]]"
A6732-22-007,東　區,新東里,3,22.986382982,120.223907168,Polygon,"[[[120.223520552, 22.986662108], [120.224239943, 22.98671295], [120.224311861, 22.986135343], [120.224283768, 22.986130784], [120.223576218, 22.986030291], [120.223520552, 22.986662108]]]"
A6732-25-008,東　區,泉南里,4,22.985357622,120.216164021,Polygon,"[[[120.216963884, 22.985545857], [120.216678778, 22.984731454], [120.216065553, 22.984942033], [120.215373111, 22.985155603], [120.215638345, 22.98598196], [120.216963884, 22.985545857]]]"
A6732-26-005,東　區,自強里,2,22.984996792,120.233318958,Polygon,"[[[120.233051135, 22.985419199], [120.233216473, 22.985338007], [120.23391642, 22.985196021], [120.233967698, 22.985103299], [120.23389773, 22.984742953], [120.232895097, 22.984682408], [120.23262233, 22.9848511], [120.233051135, 22.985419199]]]"
A6732-26-006,東　區,自強里,4,22.984396042,120.233055866,Polygon,"[[[120.23262233, 22.9848511], [120.232895097, 22.984682408], [120.23389773, 22.984742953], [120.233886555, 22.984234835], [120.232384139, 22.983924312], [120.232304044, 22.984508974], [120.23262233, 22.9848511]]]"
A6732-28-007,東　區,復興里,2,22.98303658,120.235857265,Polygon,"[[[120.236496213, 22.982410169], [120.236102407, 22.982400495], [120.236050654, 22.982897239], [120.235179905, 22.982814108], [120.235013609, 22.982872254], [120.235106961, 22.983171695], [120.23517375, 22.983365782], [120.23635596, 22.983488618], [120.236403658, 22.983128321], [120.236496213, 22.982410169]]]"
A6732-28-009,東　區,復興里,6,22.982554406,120.235486292,Polygon,"[[[120.236102407, 22.982400495], [120.235945007, 22.982308451], [120.235148022, 22.982232507], [120.234817475, 22.982277563], [120.234970471, 22.982733084], [120.235013609, 22.982872254], [120.235179905, 22.982814108], [120.236050654, 22.982897239], [120.236102407, 22.982400495]]]"
A6732-30-001,東　區,泉南里,2,22.984921852,120.214336348,Polygon,"[[[120.215191445, 22.984758687], [120.215033101, 22.984809926], [120.214392016, 22.984370955], [120.213877268, 22.984163611], [120.213858572, 22.984224259], [120.213785009, 22.984462873], [120.213517815, 22.985329572], [120.214270336, 22.985481159], [120.215373111, 22.985155603], [120.215191445, 22.984758687]]]"
A6732-31-012,東　區,德光里,6,22.981606796,120.219390766,Polygon,"[[[120.219744835, 22.979478864], [120.219368099, 22.979760583], [120.218719724, 22.980199382], [120.217993464, 22.980759851], [120.217826124, 22.981187969], [120.217507188, 22.982058432], [120.217324718, 22.982610597], [120.219937906, 22.983473928], [120.220184945, 22.982803097], [120.221628507, 22.981807212], [120.221102348, 22.981150584], [120.219744835, 22.979478864]]]"
A6732-32-003,東　區,自強里,3,22.982994198,120.23314022,Polygon,"[[[120.233858231, 22.983274741], [120.233871828, 22.982841716], [120.232597368, 22.982719909], [120.23229059, 22.982855319], [120.232541591, 22.983144158], [120.232570778, 22.983177745], [120.233858231, 22.983274741]]]"
A6732-32-008,東　區,自強里,6,22.981655881,120.23166898,Polygon,"[[[120.231529916, 22.981979965], [120.231828522, 22.981804188], [120.232720552, 22.981832339], [120.233555339, 22.981858677], [120.23337902, 22.981672593], [120.232850076, 22.981591387], [120.232426757, 22.981346083], [120.231780283, 22.981315843], [120.230281462, 22.981316037], [120.231118625, 22.982307737], [120.231529916, 22.981979965]]]"
A6732-32-009,東　區,自強里,4,22.981712264,120.230262585,Polygon,"[[[120.230710084, 22.982612742], [120.231118625, 22.982307737], [120.230281462, 22.981316037], [120.229872057, 22.980822009], [120.229503619, 22.981103277], [120.229405902, 22.981193792], [120.229786033, 22.981580671], [120.230710084, 22.982612742]]]"
A6732-32-010,東　區,自強里,2,22.981305576,120.233369558,Polygon,"[[[120.233076493, 22.980877817], [120.231794134, 22.980847985], [120.231793578, 22.980866781], [120.231780283, 22.981315843], [120.232426757, 22.981346083], [120.232850076, 22.981591387], [120.23337902, 22.981672593], [120.233555339, 22.981858677], [120.233885736, 22.981871062], [120.23469723, 22.98190176], [120.234450217, 22.981010774], [120.233605016, 22.980872442], [120.233076493, 22.980877817]]]"
A6732-34-007,東　區,復興里,3,22.980951558,120.237839447,Polygon,"[[[120.238421762, 22.980290348], [120.238025387, 22.980354419], [120.237535977, 22.980381138], [120.23737562, 22.981273361], [120.23731117, 22.981532076], [120.237924763, 22.981636013], [120.238040953, 22.981589588], [120.238421762, 22.980290348]]]"
A6732-35-002,東　區,復興里,2,22.9819301,120.235934294,Polygon,"[[[120.236496213, 22.982410169], [120.236526828, 22.981958244], [120.236656944, 22.981226884], [120.236110596, 22.9812728], [120.235971449, 22.982001876], [120.23469723, 22.98190176], [120.234817475, 22.982277563], [120.235148022, 22.982232507], [120.235945007, 22.982308451], [120.236102407, 22.982400495], [120.236496213, 22.982410169]]]"
A6732-35-004,東　區,自強里,8,22.980962826,120.230793345,Polygon,"[[[120.230281462, 22.981316037], [120.231780283, 22.981315843], [120.231793578, 22.980866781], [120.230900768, 22.980857686], [120.230585112, 22.980289676], [120.229872057, 22.980822009], [120.230281462, 22.981316037]]]"
A6732-35-006,東　區,自強里,3,22.980588758,120.232451191,Polygon,"[[[120.233076493, 22.980877817], [120.233157363, 22.980411973], [120.23287622, 22.980327725], [120.231958923, 22.98029039], [120.231809987, 22.980312526], [120.231794134, 22.980847985], [120.233076493, 22.980877817]]]"
A6732-35-007,東　區,自強里,3,22.98055147,120.231271407,Polygon,"[[[120.231809987, 22.980312526], [120.231464731, 22.980234128], [120.23090272, 22.98029977], [120.230612423, 22.980269287], [120.230585112, 22.980289676], [120.230900768, 22.980857686], [120.231793578, 22.980866781], [120.231794134, 22.980847985], [120.231809987, 22.980312526]]]"
A6732-35-008,東　區,虎尾里,2,22.980510663,120.235262593,Polygon,"[[[120.234384617, 22.980774153], [120.234989303, 22.980795066], [120.235065611, 22.980733518], [120.236200291, 22.980832479], [120.236291287, 22.980337066], [120.235852647, 22.980298288], [120.235397924, 22.980239033], [120.2344539, 22.980190553], [120.234366231, 22.980159079], [120.23431306, 22.980394802], [120.234384617, 22.980774153]]]"
A6732-35-009,東　區,自強里,3,22.980265009,120.232864583,Polygon,"[[[120.234450217, 22.981010774], [120.234384617, 22.980774153], [120.23431306, 22.980394802], [120.234366231, 22.980159079], [120.234278778, 22.980089627], [120.233221512, 22.979948883], [120.23297151, 22.979911674], [120.231432036, 22.979671203], [120.230612423, 22.980269287], [120.23090272, 22.98029977], [120.231464731, 22.980234128], [120.231809987, 22.980312526], [120.231958923, 22.98029039], [120.23287622, 22.980327725], [120.233157363, 22.980411973], [120.233076493, 22.980877817], [120.233605016, 22.980872442], [120.234450217, 22.981010774]]]"
A6732-36-002,東　區,龍山里,3,22.982457375,120.224769687,Polygon,"[[[120.225276317, 22.9820151], [120.22495704, 22.981690933], [120.223908577, 22.982470892], [120.224539239, 22.983238013], [120.225285374, 22.982698166], [120.225646002, 22.982399867], [120.225276317, 22.9820151]]]"
A6732-36-007,東　區,崇信里,2,22.981125409,120.226443699,Polygon,"[[[120.226497612, 22.980594978], [120.226288036, 22.980531947], [120.225903802, 22.980687121], [120.226044438, 22.98115177], [120.226164144, 22.9817763], [120.226660431, 22.981783847], [120.22678775, 22.98142045], [120.226893443, 22.981130983], [120.227028427, 22.98075363], [120.226497612, 22.980594978]]]"
A6732-36-008,東　區,龍山里,3,22.981032119,120.223515377,Polygon,"[[[120.22369613, 22.98031781], [120.223064301, 22.980781645], [120.222716921, 22.981029971], [120.223317921, 22.981757974], [120.224325174, 22.98100788], [120.22369613, 22.98031781]]]"
A6732-36-010,東　區,德光里,5,22.979988387,120.222886068,Polygon,"[[[120.222673654, 22.979195689], [120.222086866, 22.979633389], [120.223064301, 22.980781645], [120.22369613, 22.98031781], [120.222673654, 22.979195689]]]"
A6732-37-003,東　區,忠孝里,2,22.981030801,120.215746916,Polygon,"[[[120.215072227, 22.980353775], [120.214796862, 22.981226286], [120.216271946, 22.981694955], [120.216815871, 22.980891019], [120.215072227, 22.980353775]]]"
A6732-37-005,東　區,忠孝里,2,22.980409831,120.216044044,Polygon,"[[[120.215211682, 22.979916676], [120.215109019, 22.980238642], [120.215072227, 22.980353775], [120.216815871, 22.980891019], [120.217068174, 22.980485274], [120.215211682, 22.979916676]]]"
A6732-38-003,東　區,崇信里,3,22.980612573,120.227316377,Polygon,"[[[120.226893443, 22.981130983], [120.2273193, 22.981324047], [120.227532306, 22.980725679], [120.227717683, 22.98020492], [120.227399713, 22.979840393], [120.227225288, 22.980125569], [120.227028427, 22.98075363], [120.226893443, 22.981130983]]]"
A6732-38-004,東　區,崇信里,2,22.980173121,120.227944155,Polygon,"[[[120.228021482, 22.98091528], [120.228268831, 22.980400201], [120.22854986, 22.980170627], [120.227928288, 22.979445509], [120.227399713, 22.979840393], [120.227717683, 22.98020492], [120.227532306, 22.980725679], [120.228021482, 22.98091528]]]"
A6732-38-005,東　區,崇信里,2,22.980108982,120.226946084,Polygon,"[[[120.226845253, 22.979595669], [120.226497612, 22.980594978], [120.227028427, 22.98075363], [120.227225288, 22.980125569], [120.227399713, 22.979840393], [120.226936731, 22.979336102], [120.226845253, 22.979595669]]]"
A6732-38-006,東　區,崇信里,6,22.979903336,120.226120273,Polygon,"[[[120.226497612, 22.980594978], [120.226845253, 22.979595669], [120.226388007, 22.979477427], [120.226082973, 22.979116918], [120.225710214, 22.979397164], [120.225322631, 22.979688231], [120.225708268, 22.980117175], [120.22579378, 22.980400557], [120.225903802, 22.980687121], [120.226288036, 22.980531947], [120.226497612, 22.980594978]]]"
A6732-38-007,東　區,崇信里,2,22.979794603,120.225254082,Polygon,"[[[120.225710214, 22.979397164], [120.225404515, 22.979027653], [120.224606916, 22.97962925], [120.22533986, 22.980518308], [120.22579378, 22.980400557], [120.225708268, 22.980117175], [120.225322631, 22.979688231], [120.225710214, 22.979397164]]]"
A6732-38-008,東　區,崇信里,3,22.978995103,120.226708242,Polygon,"[[[120.227928288, 22.979445509], [120.227417531, 22.978858467], [120.226685121, 22.978065838], [120.22617899, 22.978439402], [120.225404515, 22.979027653], [120.225710214, 22.979397164], [120.226082973, 22.979116918], [120.226388007, 22.979477427], [120.226845253, 22.979595669], [120.226936731, 22.979336102], [120.227399713, 22.979840393], [120.227928288, 22.979445509]]]"
A6732-39-001,東　區,德光里,4,22.981204499,120.221752347,Polygon,"[[[120.221628507, 22.981807212], [120.222353624, 22.98129117], [120.221953598, 22.980587744], [120.221618346, 22.980816144], [120.221102348, 22.981150584], [120.221628507, 22.981807212]]]"
A6732-39-004,東　區,德光里,4,22.979688648,120.220971942,Polygon,"[[[120.221264992, 22.97843628], [120.220112494, 22.979212643], [120.219744835, 22.979478864], [120.221102348, 22.981150584], [120.221618346, 22.980816144], [120.221171214, 22.98028888], [120.221594925, 22.979977927], [120.222086866, 22.979633389], [120.221935019, 22.979430589], [120.22180018, 22.979087912], [120.221264992, 22.97843628]]]"
A6732-42-005,東　區,虎尾里,3,22.97884486,120.235206732,Polygon,"[[[120.236009445, 22.979430971], [120.236108315, 22.978878472], [120.236132779, 22.978497294], [120.23543152, 22.978492165], [120.234722429, 22.978342753], [120.234326556, 22.978318888], [120.234293688, 22.978657675], [120.234258785, 22.978974583], [120.234471553, 22.979228606], [120.234662813, 22.979148528], [120.236009445, 22.979430971]]]"
A6732-42-006,東　區,虎尾里,6,22.978617039,120.233581374,Polygon,"[[[120.233221512, 22.979948883], [120.233293398, 22.979243883], [120.234090136, 22.978636979], [120.234293688, 22.978657675], [120.234326556, 22.978318888], [120.234362195, 22.977708033], [120.234417039, 22.977430279], [120.233444268, 22.978177547], [120.232730134, 22.978730488], [120.232935107, 22.978963503], [120.23297151, 22.979911674], [120.233221512, 22.979948883]]]"
A6732-44-004,東　區,崇德里,2,22.977206761,120.227025386,Polygon,"[[[120.228451478, 22.976579063], [120.227953112, 22.9764716], [120.227629375, 22.976719667], [120.227210796, 22.977040405], [120.226846365, 22.977311596], [120.226274055, 22.97666079], [120.22577408, 22.977027354], [120.226685121, 22.978065838], [120.22786023, 22.977169115], [120.228371614, 22.976758674], [120.228451478, 22.976579063]]]"
A6732-44-007,東　區,和平里,4,22.975517781,120.232093395,Polygon,"[[[120.233330216, 22.976464345], [120.233363666, 22.976352082], [120.233349423, 22.975353342], [120.233344546, 22.975011312], [120.232531523, 22.974881393], [120.231264756, 22.974353248], [120.230849027, 22.975260249], [120.230633828, 22.97581722], [120.231856098, 22.976328908], [120.233330216, 22.976464345]]]"
A6732-44-009,東　區,崇善里,3,22.973786352,120.230940008,Polygon,"[[[120.23128746, 22.974313341], [120.231423911, 22.974073493], [120.231604015, 22.973756913], [120.230584742, 22.973268519], [120.230271099, 22.973798116], [120.23128746, 22.974313341]]]"
A6732-45-004,東　區,忠孝里,2,22.977755128,120.219210777,Polygon,"[[[120.219658156, 22.977474344], [120.219302615, 22.977280151], [120.218790677, 22.978127703], [120.218995984, 22.978266541], [120.219658156, 22.977474344]]]"
A6732-46-001,東　區,崇學里,2,22.977461488,120.22434508,Polygon,"[[[120.223438156, 22.977506402], [120.223747282, 22.977854971], [120.224104073, 22.978228693], [120.224870257, 22.977695494], [120.225245842, 22.977426822], [120.224598111, 22.976683077], [120.223438156, 22.977506402]]]"
A6732-46-002,東　區,崇學里,3,22.976770668,120.22454215,Polygon,"[[[120.223438156, 22.977506402], [120.224598111, 22.976683077], [120.225245842, 22.977426822], [120.22577408, 22.977027354], [120.224850135, 22.975921265], [120.223844265, 22.97662043], [120.223487884, 22.97686764], [120.223100437, 22.977133763], [120.223438156, 22.977506402]]]"
A6732-46-003,東　區,崇德里,3,22.976305899,120.225953917,Polygon,"[[[120.227210796, 22.977040405], [120.226039527, 22.97567862], [120.225720833, 22.975316066], [120.224850135, 22.975921265], [120.22577408, 22.977027354], [120.226274055, 22.97666079], [120.226846365, 22.977311596], [120.227210796, 22.977040405]]]"
A6732-46-004,東　區,崇德里,3,22.976208637,120.226836221,Polygon,"[[[120.227629375, 22.976719667], [120.226452447, 22.97537918], [120.226039527, 22.97567862], [120.227210796, 22.977040405], [120.227629375, 22.976719667]]]"
A6732-46-005,東　區,崇德里,2,22.975914087,120.227204902,Polygon,"[[[120.227953112, 22.9764716], [120.22681993, 22.975124415], [120.226452447, 22.97537918], [120.227629375, 22.976719667], [120.227953112, 22.9764716]]]"
A6732-46-006,東　區,崇德里,6,22.975505014,120.227226064,Polygon,"[[[120.226889901, 22.974482771], [120.226483143, 22.974790752], [120.225720833, 22.975316066], [120.226039527, 22.97567862], [120.226452447, 22.97537918], [120.22681993, 22.975124415], [120.227953112, 22.9764716], [120.228451478, 22.976579063], [120.228536235, 22.976297408], [120.228602321, 22.976071735], [120.228114276, 22.975923368], [120.226889901, 22.974482771]]]"
A6732-46-007,東　區,崇德里,3,22.975103077,120.228656926,Polygon,"[[[120.228602321, 22.976071735], [120.229099204, 22.974560126], [120.229222873, 22.974273712], [120.228685612, 22.974169125], [120.228314442, 22.975351303], [120.228114276, 22.975923368], [120.228602321, 22.976071735]]]"
A6732-46-009,東　區,崇德里,2,22.974597426,120.225832905,Polygon,"[[[120.225720833, 22.975316066], [120.226483143, 22.974790752], [120.225650529, 22.973829697], [120.225259661, 22.974126776], [120.225748547, 22.974697165], [120.22538706, 22.974955415], [120.225720833, 22.975316066]]]"
A6732-47-004,東　區,崇學里,3,22.975968935,120.222986,Polygon,"[[[120.223487884, 22.97686764], [120.223844265, 22.97662043], [120.223487885, 22.97617363], [120.222900602, 22.975502755], [120.222443927, 22.975095501], [120.222115967, 22.975474431], [120.222524902, 22.975792876], [120.223224758, 22.976545398], [120.223487884, 22.97686764]]]"
A6732-47-010,東　區,崇德里,4,22.973485577,120.224886385,Polygon,"[[[120.225259661, 22.974126776], [120.225650529, 22.973829697], [120.225112187, 22.973157091], [120.224791244, 22.972809963], [120.224133484, 22.973447743], [120.224450054, 22.973866272], [120.224774963, 22.973582908], [120.225259661, 22.974126776]]]"
A6732-50-002,東　區,和平里,2,22.975205799,120.236167385,Polygon,"[[[120.2366346, 22.976110845], [120.237389423, 22.975933253], [120.23735724, 22.975765157], [120.23742384, 22.974350456], [120.236401813, 22.974340497], [120.234852614, 22.974348005], [120.234871321, 22.975337345], [120.235178959, 22.97533411], [120.235179739, 22.976242966], [120.235865284, 22.976099211], [120.236108351, 22.976280383], [120.2366346, 22.976110845]]]"
A6732-50-008,東　區,和平里,2,22.973372906,120.233075035,Polygon,"[[[120.233110976, 22.97180468], [120.232998711, 22.972487792], [120.232735277, 22.973357231], [120.232656672, 22.973593005], [120.23257595, 22.974477402], [120.232627956, 22.974549021], [120.233338003, 22.974552501], [120.233331699, 22.974192047], [120.233474794, 22.97190528], [120.233110976, 22.97180468]]]"
A6732-51-001,東　區,崇德里,6,22.973560626,120.228175397,Polygon,"[[[120.228987424, 22.973130528], [120.228747801, 22.973042329], [120.227472897, 22.973064564], [120.227464671, 22.973624519], [120.227467105, 22.974083546], [120.228457079, 22.974091965], [120.228685612, 22.974169125], [120.228859363, 22.973683962], [120.228987424, 22.973130528]]]"
A6732-51-002,東　區,崇德里,2,22.97333419,120.226295286,Polygon,"[[[120.227464671, 22.973624519], [120.227472897, 22.973064564], [120.226928797, 22.973088915], [120.225659017, 22.973033754], [120.22546825, 22.972838776], [120.225112187, 22.973157091], [120.225650529, 22.973829697], [120.226047819, 22.973603664], [120.227464671, 22.973624519]]]"
A6732-51-004,東　區,崇德里,3,22.972825916,120.228298702,Polygon,"[[[120.227472897, 22.973064564], [120.228747801, 22.973042329], [120.228987424, 22.973130528], [120.229155061, 22.972645334], [120.228946635, 22.972578353], [120.227499211, 22.972614684], [120.227472897, 22.973064564]]]"
A6732-52-002,東　區,崇善里,2,22.972531936,120.230970545,Polygon,"[[[120.230008421, 22.971758457], [120.229817017, 22.972344521], [120.231025515, 22.972924103], [120.231827281, 22.973362975], [120.232037219, 22.97303593], [120.232157318, 22.97280557], [120.231004725, 22.972134389], [120.230765216, 22.972003743], [120.230008421, 22.971758457]]]"
A6732-52-006,東　區,崇成里,2,22.971376593,120.228514805,Polygon,"[[[120.227470933, 22.971654494], [120.228973502, 22.971611402], [120.229491292, 22.971658924], [120.229658842, 22.971188756], [120.229288068, 22.971118906], [120.227469279, 22.971123472], [120.227470933, 22.971654494]]]"
A6732-52-008,東　區,崇善里,2,22.971297783,120.232336745,Polygon,"[[[120.23264655, 22.971956878], [120.232878503, 22.971619046], [120.233126418, 22.971259163], [120.232586818, 22.970995539], [120.232356946, 22.970835489], [120.231984335, 22.97058412], [120.23161643, 22.971391615], [120.23264655, 22.971956878]]]"
A6732-53-004,東　區,仁和里,5,22.970609802,120.235587151,Polygon,"[[[120.235453045, 22.971025143], [120.235827762, 22.971033885], [120.235838118, 22.970793986], [120.236119214, 22.970230308], [120.235720755, 22.970153413], [120.23566095, 22.970264641], [120.235207047, 22.970331598], [120.235169042, 22.971018767], [120.235453045, 22.971025143]]]"
A6732-53-005,東　區,仁和里,4,22.970546463,120.234639928,Polygon,"[[[120.235169042, 22.971018767], [120.235207047, 22.970331598], [120.234689272, 22.970324421], [120.23396756, 22.969996904], [120.233820276, 22.970217236], [120.234537684, 22.970680697], [120.234399187, 22.970980008], [120.235169042, 22.971018767]]]"
A6732-57-007,東　區,德高里,3,22.968513959,120.23369408,Polygon,"[[[120.233599503, 22.967595116], [120.233442096, 22.967674276], [120.232804625, 22.967218708], [120.232353401, 22.96691335], [120.232238588, 22.967035824], [120.232649092, 22.967656755], [120.233512982, 22.968957695], [120.233633237, 22.969274274], [120.233668153, 22.970444473], [120.233820276, 22.970217236], [120.23396756, 22.969996904], [120.234228729, 22.969606202], [120.234595459, 22.969035911], [120.234866327, 22.968563183], [120.23455679, 22.968422726], [120.233929636, 22.967785719], [120.233599503, 22.967595116]]]"
A6732-58-008,東　區,崇文里,4,22.96751197,120.228456002,Polygon,"[[[120.227508599, 22.967769638], [120.229412549, 22.967730477], [120.229410519, 22.96726444], [120.227521098, 22.967281701], [120.227508599, 22.967769638]]]"
A6732-59-003,東　區,崇文里,2,22.966527658,120.228456326,Polygon,"[[[120.227523225, 22.966780667], [120.229412274, 22.966762414], [120.229385393, 22.966274286], [120.22750422, 22.966292586], [120.227523225, 22.966780667]]]"
A6732-59-006,東　區,崇文里,2,22.965636226,120.228447853,Polygon,"[[[120.227509469, 22.965876529], [120.229374868, 22.965844207], [120.229403308, 22.965400363], [120.227514188, 22.965425551], [120.227509469, 22.965876529]]]"
A6732-60-002,東　區,崇文里,2,22.967042955,120.230421416,Polygon,"[[[120.229410519, 22.96726444], [120.230942334, 22.967267512], [120.231219145, 22.96746389], [120.23148621, 22.967093108], [120.231387346, 22.9669417], [120.231099152, 22.966784233], [120.230205196, 22.966793268], [120.229412274, 22.966762414], [120.229410519, 22.96726444]]]"
